iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
131,0.0005660057067871094,3.725635548583353e-10,231446.4296545914,true
175,0.0007839202880859375,2.8174175345067644e-11,223236.98296836982,true
123,0.00047397613525390625,3.95917738372582e-12,259506.73641851108,true
66,0.0002429485321044922,9.230220894641107e-15,271662.4769381747,true
32,0.00013399124145507812,1.4387971380547087e-12,238821.58007117437,true
221,0.0008378028869628906,1.2331797797775317e-12,263785.19749573135,true
51,0.00018310546875,6.961386980989102e-13,278528.0,true
106,0.0004088878631591797,4.477657050934163e-12,259239.7807580175,true
179,0.0006670951843261719,1.3548360486922917e-14,268327.5253752681,true
68,0.0002770423889160156,2.5241212422275887e-11,245449.80378657486,true
160,0.00061798095703125,4.442530036712086e-10,258907.65432098764,true
23,8.416175842285156e-5,3.4473315621669434e-9,273283.26345609064,true
20,7.510185241699219e-5,4.88841764395566e-13,266305.01587301586,true
30,0.00011396408081054688,8.71250845793312e-9,263240.83682008367,true
150,0.0005609989166259766,1.7527491000088713e-12,267380.1954951126,true
18,6.413459777832031e-5,3.8459253727671276e-16,280659.7472118959,true
84,0.0003101825714111328,1.2346790164969937e-12,270808.25211375864,true
202,0.0007939338684082031,4.5852614143947404e-14,254429.25165165166,true
163,0.0007669925689697266,9.532413939823706e-15,212518.35623251478,true
71,0.00028896331787109375,1.7763568394002505e-14,245705.92739273928,true
23,9.298324584960938e-5,4.987504998691054e-13,247356.38974358974,true
41,0.00015115737915039062,0.0,271240.47949526814,true
99,0.00037407875061035156,4.6783979204179844e-12,264650.1567877629,true
103,0.00039696693420410156,8.695371059717646e-13,259467.45465465466,true
97,0.00037097930908203125,3.8459253727671276e-16,261470.10796915166,true
21,7.510185241699219e-5,5.793740506297189e-12,279620.26666666666,true
25,9.107589721679688e-5,1.2352987360430573e-12,274496.33507853403,true
300,0.0011379718780517578,8.454120413951138e-10,263626.90131992457,true
31,0.00011706352233886719,9.191616702939144e-10,264813.49083503056,true
23,8.988380432128906e-5,1.9503170709772e-10,255885.9204244032,true
