iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
11,8.296966552734375e-5,2.1451211725179132e-12,132578.5747126437,true
11,6.890296936035156e-5,2.1451211725179132e-12,159644.78892733564,true
11,3.600120544433594e-5,2.1451211725179132e-12,305545.32450331125,true
11,3.504753112792969e-5,2.4774139877183938e-12,313859.4829931973,true
11,3.504753112792969e-5,2.4774139877183938e-12,313859.4829931973,true
11,3.2901763916015625e-5,2.1451211725179132e-12,334328.5797101449,true
11,3.3855438232421875e-5,2.4774139877183938e-12,324910.8732394366,true
11,3.1948089599609375e-5,2.1451211725179132e-12,344308.53731343284,true
11,3.409385681152344e-5,2.4774139877183938e-12,322638.76923076925,true
11,3.314018249511719e-5,2.4774139877183938e-12,331923.3381294964,true
11,3.314018249511719e-5,2.4774139877183938e-12,331923.3381294964,true
11,3.2901763916015625e-5,2.4774139877183938e-12,334328.5797101449,true
11,3.0994415283203125e-5,2.4774139877183938e-12,354902.6461538462,true
11,3.1948089599609375e-5,2.1451211725179132e-12,344308.53731343284,true
11,3.1948089599609375e-5,2.1451211725179132e-12,344308.53731343284,true
11,3.2901763916015625e-5,2.4774139877183938e-12,334328.5797101449,true
11,3.1948089599609375e-5,2.1451211725179132e-12,344308.53731343284,true
11,3.0994415283203125e-5,2.1451211725179132e-12,354902.6461538462,true
11,3.1948089599609375e-5,2.4774139877183938e-12,344308.53731343284,true
11,3.409385681152344e-5,2.1451211725179132e-12,322638.76923076925,true
11,3.314018249511719e-5,2.1451211725179132e-12,331923.3381294964,true
11,3.1948089599609375e-5,2.4774139877183938e-12,344308.53731343284,true
11,3.1948089599609375e-5,2.1451211725179132e-12,344308.53731343284,true
11,3.218650817871094e-5,2.4774139877183938e-12,341758.10370370373,true
11,3.2901763916015625e-5,2.4774139877183938e-12,334328.5797101449,true
11,3.2901763916015625e-5,2.1451211725179132e-12,334328.5797101449,true
11,3.504753112792969e-5,2.4774139877183938e-12,313859.4829931973,true
11,3.409385681152344e-5,2.4774139877183938e-12,322638.76923076925,true
11,3.409385681152344e-5,2.1451211725179132e-12,322638.76923076925,true
11,3.314018249511719e-5,2.4774139877183938e-12,331923.3381294964,true
