iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
8,0.00027489662170410156,5.442755679603666e-9,29101.849089332176,true
8,0.00026702880859375,5.410448458176017e-9,29959.314285714285,true
8,0.00023317337036132812,5.4046522430036644e-9,34309.235173824134,true
8,0.0002300739288330078,5.4129484186302725e-9,34771.43212435233,true
8,0.00023508071899414062,5.405193555460125e-9,34030.86409736308,true
8,0.0002319812774658203,5.413222389409977e-9,34485.54162384378,true
8,0.0002319812774658203,5.412634346424651e-9,34485.54162384378,true
8,0.0002319812774658203,5.412850889727318e-9,34485.54162384378,true
8,0.0002288818359375,5.414057976248946e-9,34952.53333333333,true
8,0.00022912025451660156,5.339862938970678e-9,34916.16233090531,true
8,0.0002269744873046875,5.416035343240407e-9,35246.252100840335,true
8,0.00023102760314941406,5.413727736321848e-9,34627.89680082559,true
8,0.0002300739288330078,5.413301295574484e-9,34771.43212435233,true
8,0.0002429485321044922,5.481056964679953e-9,32928.78508341511,true
8,0.0002319812774658203,5.4127434682969435e-9,34485.54162384378,true
8,0.0002288818359375,5.4269485048228274e-9,34952.53333333333,true
8,0.0002288818359375,5.2992366055130266e-9,34952.53333333333,true
8,0.0002288818359375,5.4128449473061825e-9,34952.53333333333,true
8,0.00023293495178222656,5.474958813262496e-9,34344.35209825998,true
8,0.00023102760314941406,5.414700321382337e-9,34627.89680082559,true
8,0.00023102760314941406,5.420048914868413e-9,34627.89680082559,true
8,0.00022792816162109375,5.41344601707253e-9,35098.77824267782,true
8,0.0002319812774658203,5.8908558090273355e-9,34485.54162384378,true
8,0.00022792816162109375,5.410169524920049e-9,35098.77824267782,true
8,0.00024390220642089844,5.412443646825927e-9,32800.03128054741,true
8,0.0002300739288330078,5.41716943705942e-9,34771.43212435233,true
8,0.00023818016052246094,5.3616137487975e-9,33588.02002002002,true
8,0.0002319812774658203,5.415897046624327e-9,34485.54162384378,true
8,0.00022912025451660156,5.412017972684699e-9,34916.16233090531,true
8,0.00024008750915527344,5.4055407911834456e-9,33321.183714001985,true
