iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
1000,0.006103992462158203,0.13797327998624415,163827.2009999219,false
1000,0.006063938140869141,0.13275338342064438,164909.33396241252,false
1000,0.00615692138671875,0.13747330580521788,162418.83519206938,false
1000,0.005988121032714844,0.14754289238690035,166997.29256250995,false
1000,0.006001949310302734,0.12675737177619864,166612.53674425994,false
1000,0.006479024887084961,0.1332797882018669,154344.21343146273,false
1000,0.0065460205078125,0.14104044707673075,152764.56876456877,false
1000,0.0064280033111572266,0.15081997176991077,155569.30380920589,false
1000,0.025349855422973633,0.125559181936879,39447.95673642135,false
1000,0.005927085876464844,0.13988843834915793,168716.9750603379,false
1000,0.005908966064453125,0.1365093324736597,169234.344738541,false
1000,0.005944967269897461,0.13173453686125428,168209.50471225186,false
1000,0.0059430599212646484,0.13491258466411216,168263.48938901591,false
1000,0.005975961685180664,0.1395012370255146,167337.083582685,false
1000,0.00597691535949707,0.14413879750343028,167310.38334197615,false
1000,0.005913972854614258,0.14184752972596368,169091.07034872,false
1000,0.006222963333129883,0.13240468973605038,160695.14577985517,false
1000,0.006407976150512695,0.13130157138580015,156055.5121479332,false
1000,0.013434886932373047,0.14190827178982846,74433.07897071872,false
1000,0.005970001220703125,0.13872533600734333,167504.15335463258,false
1000,0.005895137786865234,0.1824991387511662,169631.31925907952,false
1000,0.005912065505981445,0.14508330568024083,169145.62245432916,false
1000,0.0059359073638916016,0.13336773973535213,168466.24091255973,false
1000,0.0059201717376708984,0.13506333155278927,168914.018766864,false
1000,0.005935192108154297,0.138372095514621,168486.5429420744,false
1000,0.005906105041503906,0.14086028932699846,169316.32488293236,false
1000,0.0060231685638427734,0.1399045364939088,166025.57099315204,false
1000,0.008610963821411133,0.12655895669846381,116131.01863388432,false
1000,0.005888938903808594,0.13910018448338765,169809.87854251012,false
1000,0.005899190902709961,0.13161524855536105,169514.77185466597,false
