Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.016661882400512695,1.9998002500249732e6,1.0
1.0,21.0,0.0005030632019042969,8.884539390580403e-14,1.0
1.0,21.0,0.00011992454528808594,8.884254171578379e-14,1.0
1.0,83.96666666666667,0.0002004226048787435,5.758353554458819e-9,30.0
