Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.01983499526977539,2.82842568224871e12,1.0
1.0,35.0,0.0009310245513916016,0.0,1.0
1.0,30.0,0.00023603439331054688,0.0,1.0
0.9333333333333333,87.56666666666666,0.0005666812260945638,2.261427039913653e-9,30.0
