Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,5.0067901611328125e-6,Inf,0.0
0.0,1000.0,0.00244903564453125,1.0550659421870856e12,1.0
1.0,169.0,0.0006079673767089844,0.0,1.0
1.0,82.93333333333334,0.00017308394114176433,1.213840411861695e-9,30.0
