,iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
0,5.0,4.460494208775849e-09,0.3562119007110595,14.036588867522813,1.0
1,5.0,4.4607614111904015e-09,0.0943231582641601,53.00925130175421,1.0
2,9.7,3.4080928474699718e-09,8.417765299479167e-05,116915.95728314183,1.0
3,2.0,2.3733422836622476e-14,4.696846008300781e-05,42581.766497461926,1.0
4,2.0,1.837201813030501e-14,0.0002219676971435,9010.320085929108,1.0
5,32.0,6.023283165969431e-09,0.0001111030578613,288020.8755364807,1.0
