,iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
0,28.0,1.6153260373815728e-10,0.3567299842834472,78.49073874808352,1.0
1,29.0,9.42055475210265e-16,0.0943751335144043,307.28433348996305,1.0
2,28.0,1.608131167778911e-10,8.985201517740886e-05,315850.85216096137,1.0
3,28.0,1.608160920437022e-10,0.0001149177551269,243652.5145228216,1.0
4,40.0,5.308584030782675e-09,0.0002720355987548,147039.57931638914,1.0
5,1000.0,0.0004530648032093,0.0015568733215332,642313.0168453292,0.0
