Iterations,Execution time,Last Gradient,Itters Per Second* ,Percentage of convergence
1000,0.0033850669860839844,1.3470664381324047,295415.12889139313,false
1000,0.0032150745391845703,0.33655512115413655,311034.7793845013,false
1000,0.0034868717193603516,1.518050904908899,286790.0170940171,false
1000,0.003428936004638672,1.5363321724017442,291635.655680712,false
1000,0.003445148468017578,2.14893531328647,290263.25259515573,false
1000,0.0034470558166503906,0.22020009722490563,290102.6421358418,false
1000,0.003281116485595703,0.3015705202543684,304774.3060601657,false
1000,0.0032219886779785156,0.979568532349978,310367.32277638005,false
1000,0.003443002700805664,0.9744708531885938,290444.15206703136,false
1000,0.0031969547271728516,1.1188883076141427,312797.6732045641,false
1000,0.0032770633697509766,0.5224428141633017,305151.2550018188,false
1000,0.0033669471740722656,0.7085151791711662,297004.9568049851,false
1000,0.003406047821044922,1.9723781015051134,293595.4080918382,false
1000,0.003178119659423828,0.8835410866472988,314651.4628657164,false
1000,0.003551006317138672,2.221200618119231,281610.3128776689,false
1000,0.0033431053161621094,2.383869834492064,299123.09228355443,false
1000,0.003393888473510742,0.5319423195004106,294647.27783631894,false
1000,0.0032529830932617188,0.21488845103768445,307410.1436528877,false
1000,0.003322124481201172,1.344917342350796,301012.2003731879,false
1000,0.0032050609588623047,0.4527696932430458,312006.5461578517,false
1000,0.003537893295288086,1.8664331370124685,282654.0872026417,false
1000,0.0031931400299072266,0.5561329862256378,313171.3581721795,false
1000,0.0033941268920898438,0.007775432562766421,294626.5805001405,false
1000,0.0034418106079101562,2.7421643071148942,290544.7492380161,false
1000,0.0033528804779052734,1.6437073945547296,298251.013297305,false
1000,0.0034461021423339844,1.1103955394237706,290182.92514182924,false
1000,0.003281116485595703,0.4524448311335428,304774.3060601657,false
1000,0.0031960010528564453,1.1059532871168922,312891.0108168594,false
1000,0.003422975540161133,2.0659781241165436,292143.4840147663,false
1000,0.0033180713653564453,0.35449411637621364,301379.89509233314,false
