Iterations,Execution time,Last Gradient,Itters Per Second* ,Percentage of convergence
7,0.36392688751220703,5.590072756953814e-16,19.234632669907366,true
7,0.00045990943908691406,1.0845611189262821e-21,15220.3877656817,true
6,0.00030803680419921875,1.5809642597462961e-10,19478.191950464396,true
7,0.0002961158752441406,4.153444695087821e-15,23639.394524959742,true
7,0.00024199485778808594,4.037047576343909e-16,28926.23448275862,true
5,0.00023698806762695312,1.067731735066094e-9,21098.10865191147,true
9,0.00024700164794921875,2.205265934376724e-14,36437.00386100386,true
7,0.00023698806762695312,2.247955905404901e-17,29537.352112676057,true
8,0.00023484230041503906,1.1872714442184747e-14,34065.413197969545,true
8,0.00022792816162109375,1.7482666908708214e-9,35098.77824267782,true
8,0.0002410411834716797,3.83374322745437e-14,33189.34915924827,true
7,0.0002372264862060547,2.6389077432294165e-13,29507.666331658293,true
7,0.00023889541625976562,1.5945303613883823e-23,29301.5249500998,true
7,0.0002410411834716797,1.350239133351904e-12,29040.680514342235,true
7,0.00026702880859375,1.5255134438538287e-23,26214.4,true
7,0.00024080276489257812,2.445057900291251e-22,29069.433663366337,true
7,0.00023984909057617188,2.9036131367378846e-20,29185.017892644137,true
7,0.00024199485778808594,5.317307649303509e-15,28926.23448275862,true
7,0.00023818016052246094,3.6239956076777794e-21,29389.517517517517,true
6,0.0002319812774658203,5.085833365278949e-11,25864.156217882835,true
6,0.00024700164794921875,5.4161632061356695e-9,24291.335907335906,true
7,0.0002319812774658203,4.555955717577223e-24,30174.84892086331,true
5,0.0002551078796386719,5.166863125657398e-9,19599.551401869157,true
5,0.00025391578674316406,1.4046478284026627e-9,19691.56807511737,true
6,0.00024509429931640625,3.0853710527758574e-12,24480.37354085603,true
6,0.00025391578674316406,4.726617124110284e-11,23629.881690140846,true
6,0.0002601146697998047,4.0890292640024207e-16,23066.749770852428,true
6,0.0002560615539550781,8.261698436065452e-9,23431.86592178771,true
7,0.00024008750915527344,1.123973016337054e-20,29156.035749751736,true
8,0.00024008750915527344,1.26899901565664e-15,33321.183714001985,true
