Percentage of convergence,Iterations,Execution time,Last Gradient,Not divergency number
1.0,2.0,0.0466125567754109,2.9161713316144946e-11,30.0
1.0,2.0,0.0536682844161987,2.9161713316144946e-11,30.0
1.0,2.0,0.0321698681513468,2.7247259370838873e-11,30.0
1.0,2.0,0.0004938999811808,1.3927525309446556e-11,30.0
