----------------------------------------
Parameters           | Value               
Execution Info - Random | Iters:      2 | TTime: 0.03148 | LastNorm: 1.02802e-11 | Iterations/sec: 63.52407 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03119 | LastNorm: 1.02818e-11 | Iterations/sec: 64.11691 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03145 | LastNorm: 1.02764e-11 | Iterations/sec: 63.58908 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03144 | LastNorm: 1.02742e-11 | Iterations/sec: 63.60740 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03139 | LastNorm: 1.02821e-11 | Iterations/sec: 63.70643 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03137 | LastNorm: 1.03129e-11 | Iterations/sec: 63.74903 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03106 | LastNorm: 1.02858e-11 | Iterations/sec: 64.39352 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03148 | LastNorm: 1.02811e-11 | Iterations/sec: 63.53225 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03132 | LastNorm: 1.02769e-11 | Iterations/sec: 63.85093 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03143 | LastNorm: 1.02808e-11 | Iterations/sec: 63.62960 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03122 | LastNorm: 1.02857e-11 | Iterations/sec: 64.06550 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03153 | LastNorm: 1.02889e-11 | Iterations/sec: 63.42561 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03154 | LastNorm: 1.02730e-11 | Iterations/sec: 63.40164 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:      2 | TTime: 0.03140 | LastNorm: 1.02737e-11 | Iterations/sec: 63.69177 | Convergence: true |
| 3 |Execution Info - Random | Iters:      2 | TTime: 0.03148 | LastNorm: 1.45709e-11 | Iterations/sec: 63.53851 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03145 | LastNorm: 1.45737e-11 | Iterations/sec: 63.58523 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03154 | LastNorm: 1.45843e-11 | Iterations/sec: 63.41363 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03156 | LastNorm: 1.45629e-11 | Iterations/sec: 63.37290 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03148 | LastNorm: 1.45706e-11 | Iterations/sec: 63.54236 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03157 | LastNorm: 1.45594e-11 | Iterations/sec: 63.35520 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03138 | LastNorm: 1.45648e-11 | Iterations/sec: 63.73111 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03159 | LastNorm: 1.45604e-11 | Iterations/sec: 63.30499 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03122 | LastNorm: 1.45724e-11 | Iterations/sec: 64.06354 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03151 | LastNorm: 1.45724e-11 | Iterations/sec: 63.47985 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03607 | LastNorm: 1.45007e-11 | Iterations/sec: 55.45087 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03164 | LastNorm: 1.45714e-11 | Iterations/sec: 63.22102 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03153 | LastNorm: 1.45706e-11 | Iterations/sec: 63.43377 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03151 | LastNorm: 1.45716e-11 | Iterations/sec: 63.46784 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03140 | LastNorm: 1.45457e-11 | Iterations/sec: 63.70208 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03135 | LastNorm: 1.45714e-11 | Iterations/sec: 63.80577 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03122 | LastNorm: 1.45678e-11 | Iterations/sec: 64.06158 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03150 | LastNorm: 1.45712e-11 | Iterations/sec: 63.49811 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03126 | LastNorm: 1.45714e-11 | Iterations/sec: 63.98780 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.04626 | LastNorm: 1.45752e-11 | Iterations/sec: 43.23468 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03240 | LastNorm: 1.46108e-11 | Iterations/sec: 61.72088 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03181 | LastNorm: 1.45622e-11 | Iterations/sec: 62.87322 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03165 | LastNorm: 1.45692e-11 | Iterations/sec: 63.18293 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03145 | LastNorm: 1.45725e-11 | Iterations/sec: 63.60306 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03142 | LastNorm: 1.45712e-11 | Iterations/sec: 63.65374 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03132 | LastNorm: 1.45606e-11 | Iterations/sec: 63.86114 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03130 | LastNorm: 1.45705e-11 | Iterations/sec: 63.89762 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03128 | LastNorm: 1.45874e-11 | Iterations/sec: 63.93464 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03136 | LastNorm: 1.45685e-11 | Iterations/sec: 63.77569 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03128 | LastNorm: 1.45694e-11 | Iterations/sec: 63.94682 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:      2 | TTime: 0.03213 | LastNorm: 1.45684e-11 | Iterations/sec: 62.59002 | Convergence: true |
| 4 |Execution Info - Random | Iters:      2 | TTime: 0.03134 | LastNorm: 1.62452e-11 | Iterations/sec: 63.81984 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03138 | LastNorm: 1.62917e-11 | Iterations/sec: 63.73886 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03139 | LastNorm: 1.62381e-11 | Iterations/sec: 63.71079 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03104 | LastNorm: 1.63142e-11 | Iterations/sec: 64.43309 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03131 | LastNorm: 1.63251e-11 | Iterations/sec: 63.87330 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03128 | LastNorm: 1.63366e-11 | Iterations/sec: 63.93902 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03144 | LastNorm: 1.63260e-11 | Iterations/sec: 63.61705 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03137 | LastNorm: 1.63398e-11 | Iterations/sec: 63.74516 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03133 | LastNorm: 1.63238e-11 | Iterations/sec: 63.83247 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03136 | LastNorm: 1.63254e-11 | Iterations/sec: 63.76551 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03136 | LastNorm: 1.63184e-11 | Iterations/sec: 63.77521 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03154 | LastNorm: 1.63262e-11 | Iterations/sec: 63.41171 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03139 | LastNorm: 1.62918e-11 | Iterations/sec: 63.70643 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03147 | LastNorm: 1.63328e-11 | Iterations/sec: 63.55873 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03144 | LastNorm: 1.63286e-11 | Iterations/sec: 63.61319 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03380 | LastNorm: 1.63252e-11 | Iterations/sec: 59.17013 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03154 | LastNorm: 1.62511e-11 | Iterations/sec: 63.41554 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03145 | LastNorm: 1.63251e-11 | Iterations/sec: 63.59101 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03105 | LastNorm: 1.63142e-11 | Iterations/sec: 64.40983 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03137 | LastNorm: 1.63242e-11 | Iterations/sec: 63.74516 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03126 | LastNorm: 1.63244e-11 | Iterations/sec: 63.97560 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03121 | LastNorm: 1.63365e-11 | Iterations/sec: 64.08850 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03123 | LastNorm: 1.63297e-11 | Iterations/sec: 64.03469 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03112 | LastNorm: 1.63107e-11 | Iterations/sec: 64.25886 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03126 | LastNorm: 1.63252e-11 | Iterations/sec: 63.97950 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03132 | LastNorm: 1.63246e-11 | Iterations/sec: 63.86309 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03126 | LastNorm: 1.63709e-11 | Iterations/sec: 63.98975 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03132 | LastNorm: 1.63148e-11 | Iterations/sec: 63.85725 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03138 | LastNorm: 1.63147e-11 | Iterations/sec: 63.73935 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03118 | LastNorm: 1.63209e-11 | Iterations/sec: 64.13946 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:      2 | TTime: 0.03141 | LastNorm: 1.63159e-11 | Iterations/sec: 63.69327 | Convergence: true |
| 5 |Execution Info - Random | Iters:      2 | TTime: 0.03139 | LastNorm: 1.66367e-11 | Iterations/sec: 63.71030 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03127 | LastNorm: 1.65653e-11 | Iterations/sec: 63.95511 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03142 | LastNorm: 1.65734e-11 | Iterations/sec: 63.65954 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03139 | LastNorm: 1.66469e-11 | Iterations/sec: 63.72434 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03136 | LastNorm: 1.66460e-11 | Iterations/sec: 63.77957 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03121 | LastNorm: 1.66143e-11 | Iterations/sec: 64.08409 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03120 | LastNorm: 1.66110e-11 | Iterations/sec: 64.10858 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03099 | LastNorm: 1.66453e-11 | Iterations/sec: 64.54712 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03134 | LastNorm: 1.66295e-11 | Iterations/sec: 63.81450 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03127 | LastNorm: 1.67318e-11 | Iterations/sec: 63.95950 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03124 | LastNorm: 1.66468e-11 | Iterations/sec: 64.02882 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03191 | LastNorm: 1.67210e-11 | Iterations/sec: 62.67405 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03164 | LastNorm: 1.66561e-11 | Iterations/sec: 63.21102 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03170 | LastNorm: 1.66533e-11 | Iterations/sec: 63.08362 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03177 | LastNorm: 1.67289e-11 | Iterations/sec: 62.95060 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03151 | LastNorm: 1.66571e-11 | Iterations/sec: 63.46784 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03212 | LastNorm: 1.66411e-11 | Iterations/sec: 62.26236 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03207 | LastNorm: 1.66251e-11 | Iterations/sec: 62.35956 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03213 | LastNorm: 1.65520e-11 | Iterations/sec: 62.23926 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03187 | LastNorm: 1.66461e-11 | Iterations/sec: 62.75281 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03151 | LastNorm: 1.66522e-11 | Iterations/sec: 63.47793 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03164 | LastNorm: 1.66419e-11 | Iterations/sec: 63.21293 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03151 | LastNorm: 1.66508e-11 | Iterations/sec: 63.46976 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03129 | LastNorm: 1.66616e-11 | Iterations/sec: 63.91856 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03143 | LastNorm: 1.66443e-11 | Iterations/sec: 63.62960 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03132 | LastNorm: 1.66430e-11 | Iterations/sec: 63.86698 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03137 | LastNorm: 1.66613e-11 | Iterations/sec: 63.75291 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03123 | LastNorm: 1.66659e-11 | Iterations/sec: 64.04935 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03138 | LastNorm: 1.66526e-11 | Iterations/sec: 63.73063 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03131 | LastNorm: 1.66441e-11 | Iterations/sec: 63.87719 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:      2 | TTime: 0.03149 | LastNorm: 1.66448e-11 | Iterations/sec: 63.51195 | Convergence: true |
| 6 |Execution Info - Random | Iters:      2 | TTime: 0.03153 | LastNorm: 1.56045e-11 | Iterations/sec: 63.43137 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03134 | LastNorm: 1.56036e-11 | Iterations/sec: 63.81208 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03211 | LastNorm: 1.56134e-11 | Iterations/sec: 62.29149 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03123 | LastNorm: 1.56327e-11 | Iterations/sec: 64.03664 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03122 | LastNorm: 1.56103e-11 | Iterations/sec: 64.05963 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03129 | LastNorm: 1.56130e-11 | Iterations/sec: 63.92441 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03151 | LastNorm: 1.56071e-11 | Iterations/sec: 63.47168 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03142 | LastNorm: 1.56224e-11 | Iterations/sec: 63.65181 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03109 | LastNorm: 1.54947e-11 | Iterations/sec: 64.33376 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03138 | LastNorm: 1.56052e-11 | Iterations/sec: 63.74322 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03143 | LastNorm: 1.55958e-11 | Iterations/sec: 63.63780 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03105 | LastNorm: 1.56033e-11 | Iterations/sec: 64.40835 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03131 | LastNorm: 1.57193e-11 | Iterations/sec: 63.87135 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03117 | LastNorm: 1.56063e-11 | Iterations/sec: 64.16203 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03118 | LastNorm: 1.56090e-11 | Iterations/sec: 64.14192 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03133 | LastNorm: 1.57178e-11 | Iterations/sec: 63.83636 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03140 | LastNorm: 1.56077e-11 | Iterations/sec: 63.68612 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03180 | LastNorm: 1.56014e-11 | Iterations/sec: 62.90292 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03120 | LastNorm: 1.56251e-11 | Iterations/sec: 64.10074 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03227 | LastNorm: 1.55918e-11 | Iterations/sec: 61.97120 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03132 | LastNorm: 1.56287e-11 | Iterations/sec: 63.86503 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03140 | LastNorm: 1.57249e-11 | Iterations/sec: 63.69627 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03126 | LastNorm: 1.56289e-11 | Iterations/sec: 63.98535 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03129 | LastNorm: 1.55996e-11 | Iterations/sec: 63.92246 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03123 | LastNorm: 1.56051e-11 | Iterations/sec: 64.04104 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03129 | LastNorm: 1.56072e-11 | Iterations/sec: 63.92051 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03120 | LastNorm: 1.55959e-11 | Iterations/sec: 64.10270 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03128 | LastNorm: 1.56082e-11 | Iterations/sec: 63.94292 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03097 | LastNorm: 1.55463e-11 | Iterations/sec: 64.58091 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03133 | LastNorm: 1.56167e-11 | Iterations/sec: 63.83490 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:      2 | TTime: 0.03136 | LastNorm: 1.56149e-11 | Iterations/sec: 63.77890 | Convergence: true |
| 7 |Execution Info - Random | Iters:      2 | TTime: 0.03105 | LastNorm: 2.01759e-11 | Iterations/sec: 64.42022 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03216 | LastNorm: 2.01748e-11 | Iterations/sec: 62.19450 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03124 | LastNorm: 2.01674e-11 | Iterations/sec: 64.01026 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03161 | LastNorm: 2.01716e-11 | Iterations/sec: 63.27109 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03133 | LastNorm: 2.01676e-11 | Iterations/sec: 63.84267 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03126 | LastNorm: 2.02113e-11 | Iterations/sec: 63.97560 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03097 | LastNorm: 2.01715e-11 | Iterations/sec: 64.58290 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03153 | LastNorm: 2.01753e-11 | Iterations/sec: 63.43568 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03121 | LastNorm: 2.01671e-11 | Iterations/sec: 64.08018 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03162 | LastNorm: 2.01797e-11 | Iterations/sec: 63.24295 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03130 | LastNorm: 2.01891e-11 | Iterations/sec: 63.90590 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03142 | LastNorm: 2.01903e-11 | Iterations/sec: 63.64746 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03210 | LastNorm: 2.01704e-11 | Iterations/sec: 62.29935 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03127 | LastNorm: 2.01633e-11 | Iterations/sec: 63.96730 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03152 | LastNorm: 2.02060e-11 | Iterations/sec: 63.44960 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03117 | LastNorm: 2.01860e-11 | Iterations/sec: 64.17037 | Convergence: true |
Execution Info - Random | Iters:      2 | TTime: 0.03148 | LastNorm: 2.01751e-11 | Iterations/sec: 63.53273 | Convergence: true |
