Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.7055909633636475,2.2974066444970752e17,1.0
1.0,185.0,6.469092845916748,9.767795246184773e-12,1.0
1.0,116.0,3.710704803466797,5.707861587739475e-10,1.0
0.0,1000.0,31.90990741252899,4.13383008046197e7,30.0
