AMG,Gradient Queue,Random,Newton,BFGS,GDLS
3.420942843870538,3.420942843870538,3.41898017428812,3.569495794492027,3.569495794492027,1.5510381474615778
0.9134645633643478,0.9134645633656471,0.912760364534139,1.0576283835531932,1.7563855241013957,0.2371394869619557
0.20505466225847369,0.20505466225564029,0.2033404190242897,0.3133713729046497,0.7165771241665257,0.0004839671720836504
0.01690175124853193,0.016901751245359073,0.015667855962977033,0.09285077715693324,0.31452696750024856,0.00046449081299128976
0.033138093811261385,0.033138093804142656,0.030396558702677934,0.027511341379832084,0.13424652859166256,0.0004463081342848748
0.16929451653020336,0.1692945164480868,0.13901929295514873,0.008151508556987283,0.0579206559684979,0.0004293010091232986
0.015602570738286558,0.015602570681415032,0.0030968836800511325,0.0024152617946628994,0.024886426582534763,0.00041336489418026265
0.027600105887003283,0.027600105723994826,0.0036062279905638506,0.0007156331243445628,0.010709894590409058,0.0003984069613215457
0.08338852990363692,0.08338852863362992,0.004281107443144722,0.00021203944425024092,0.004606187750017943,0.0003843445264167332
0.0728210692067655,0.07282108706098629,0.005211527071775633,6.28265020000714e-5,0.001981538426921749,0.000371103721938002
0.10503799593355467,0.10503749749972162,0.006564415032943505,1.8615259851873004e-5,0.0008523722130226536,0.0003586183706204789
0.0001028709249196611,0.00010286885485201808,0.008685782196154335,5.515632548703112e-6,0.0003666806237617974,0.000346829025767148
0.0001044342163164357,0.00010443210222465545,0.012420657770823906,1.6342614959120338e-6,0.00015775829568318624,0.00033568215032148076
0.00010603777394870298,0.00010603561430563632,0.02047478029485186,4.842256284183802e-7,6.789798554696262e-5,0.00032512941201031135
0.00010768306938873578,0.00010768086259629669,0.04806268924744666,1.434742602721127e-7,2.9255448016852008e-5,0.0003151270759846694
0.00010937164422811742,0.00010936938861316926,2.3503734712711393,4.251089193247784e-8,1.264861358633152e-5,0.00030563547968979327
0.00011110511419980062,0.0001111028080097557,0.6079030043542306,1.2595819831845279e-8,5.5252850004810834e-6,0.00029661857735479734
0.00011288517359044036,0.00011288281498855004,0.1212385897236859,3.732094764991193e-9,2.4862846548530056e-6,0.00028804354364371846
0.0001147135999668724,0.00011471118702718136,0.0025309383012630826,,1.2057803443193624e-6,0.00027988042775820016
0.00011659225924285895,0.00011658978994479669,0.0028962397753426556,,6.690776515384961e-7,0.00027210185070970544
0.00011852311111471787,0.00011852058333729581,0.0033634366649969902,,4.2416016232203733e-7,0.00026468273964983105
0.00012050821489720938,0.00012050562641279095,0.003978729667744318,,2.9469182422718144e-7,0.00025760009411123706
0.00012254973579412017,0.00012254708426172626,0.004820039274631099,,2.183044274307155e-7,0.0002508327798085961
0.00012464995164138218,0.00012464723459949177,0.006029122407721504,,1.6946273733218913e-7,0.00024436134631023755
0.0001268112601643464,0.00012680847502314764,0.007891820383435385,,1.3625343612240806e-7,0.00023816786544194146
0.00012903618679503855,0.00012903333082808153,0.011077066863374481,,1.12560017110539e-7,0.0002322357877446623
0.000131327393099915,0.00013132446343511146,0.01757140564072023,,9.49953644671033e-8,0.00022654981469402707
0.00013368768587386964,0.00013368467948378078,0.03672751070539046,,8.156394755328464e-8,0.0002210957847142669
0.00013612002696209135,0.00013611694065343623,0.2920355668546259,,7.102799219392292e-8,0.00021586057129339238
0.00013862754387791194,0.00013862437428022482,0.03858310495199981,,6.258585052695676e-8,0.00021083199173851518
0.00014121354129211696,0.00014121028484547147,0.32972677509901205,,5.569899128816187e-8,0.0002059987253072674
0.0001438815134774112,0.00014387816641912236,0.07746621877606436,,4.999415577298722e-8,0.00020135023961905283
0.00014663515780097275,0.00014663171615117592,1.7724778732614908,,4.520557445865746e-8,0.00019687672439310265
0.0001494783893684197,0.00014947484891441638,0.43773547093726334,,4.1139532169502714e-8,0.0001925690316829251
0.00015241535693422944,0.00015241171321347558,0.08967762314955435,,3.765190978272395e-8,0.0001884186218819637
0.0001554504602068648,0.00015544670848846354,0.0013070122471797914,,3.46335310200454e-8,0.00018441751486580223
0.00015858836869180417,0.00015858450395634936,0.0014218893641121141,,3.200035267856604e-8,0.00018055824571431995
0.00016183404223258456,0.00016183005915018254,0.0015552009316971132,,2.9686745149238157e-8,0.00017683382452467024
0.00016519275342914995,0.00016518864633542515,0.0017114535080994815,,2.764079428827251e-8,0.00017323769988440889
0.00016867011213458398,0.00016866587500445312,0.001896696999405516,,2.582095534071426e-8,0.00016976372562483582
0.00017227209225610237,0.0001722677186750727,0.0021192316688135155,,2.4193629674964572e-8,0.00016640613051876376
0.0001760050611144471,0.00017600054424716393,0.0023907368019524455,,2.2731383000267523e-8,0.00016315949062540533
0.00017987581164810557,0.00017987114420383985,0.002728143395590272,,2.1411617004167995e-8,0.00016001870401868794
0.0001838915977857214,0.00018388677198044845,0.0031568869352395076,,2.0215566405023754e-8,0.00015697896766472038
0.0001880601733524193,0.00018805518086709166,0.0037168785381400463,,1.9127532841334752e-8,0.0001540357562399304
0.00019238983492442455,0.00019238466685899089,0.004474240125205257,,1.8134293364211498e-8,0.00015118480270404663
0.00019688946910238102,0.00019688411592504103,0.005546452255956176,,1.722463919166582e-8,0.0001484220804620383
0.00020156860473840245,0.00020156305622951828,0.007162743202519788,,1.6389012719609717e-8,0.00014574378696669476
0.00020643747072662675,0.000206431715916628,0.009833888717079175,,1.5619219409295342e-8,0.0001431463286290473
0.00021150706005365394,0.0002115010871541797,0.01495720787228758,,1.490819727959533e-8,0.0001406263069175551
0.0002167892009058596,0.00021678299723327155,0.028065074940656996,,1.4249831111565144e-8,0.00013818050553913265
0.00022229663574773912,0.00022229018763801064,0.10752362940872609,,1.3638801647410467e-8,0.00013580587860587986
0.00022804310942221352,0.00022803640213604884,0.0006781141798346232,,1.3070462391895176e-8,0.00013349953970095553
0.00023404346748391946,0.00023403648510078327,0.0007165089812000146,,1.2540738345189827e-8,0.0001312587517655612
