AMG,Gradient Queue,Random,Newton,BFGS,GDLS
82405.53930413896,82405.53930413896,3.888640918404778e6,2.572613918898065e192,80232.80618184578,918.1669100938742
28122.9301159396,28127.018223693383,339079.25112548395,,44760.31880381083,44.17875134138247
9539.823500881588,9534.660812186716,4333.2889458846585,,20757.91015111783,10.591549323729716
3211.790696837118,3212.0760418709788,1.848725100399788e61,,10351.2323577134,1.4664206944243916
1073.6501019509813,1074.3888776785757,7.180979715874282e60,,5020.365391938017,1.0256086376797984
355.52445327739343,363.27239169811816,2.8640357834697518e60,,2461.5038344990057,0.7632085004241566
119.1994651320425,120.6023383118229,1.551320106631045e59,,1202.0572350758005,0.5461599830281457
3.139920650976058e28,39.89603727919714,5.470391029714547e56,,588.0885649443761,0.40312161900738125
1.0537121082629716e28,4.095298549685801,9.933814611890587e52,,287.6224937598036,0.29135034105842655
3.5354463483436477e27,1.364878647077342e52,9.866744385484253e45,,140.76103023973675,0.213978256795006
1.1860057798839135e27,4.712603579055327e51,2.4600685231806935e30,,68.9172847982158,0.1553868750972135
3.9778736098720324e26,1.6039608005031752e51,0.0,,33.7654960956934,0.11379706332915561
1.3339764408987858e26,5.482191993918687e50,,,16.556110231040616,0.08283576342448806
4.472643794444485e25,1.8701452828871497e50,,,8.125605623730646,0.0605689009748987
1.4993464573613748e25,6.368162758364045e49,,,3.9922785129385234,0.04414444058798321
5.025403501265732e24,2.1633619746510635e49,,,1.9637995065651725,0.03225042495491267
1.6839561712243039e24,7.343565331293019e48,,,0.9671447368188606,0.02352040667406065
5.641632015420703e23,2.489592280249738e48,,,0.47680781363865277,0.017175275228636294
1.8896718168117466e23,8.439076620200461e47,,,0.23521434049165663,0.012530334379954588
6.3280598911533435e22,2.855096506860709e47,,,0.11598967596925437,0.0091477458302367
2.1186095593771193e22,9.6475129019981e46,,,0.057056686312890126,0.00667501699862555
7.091229275415928e21,3.2577889800682413e46,,,0.027882155270164674,0.004872438778072689
2.3728819827991223e21,1.0994216647693372e46,,,0.013427878952368329,0.003555714141196059
7.937837314927072e20,3.707684975416267e45,,,0.006277075391455187,0.0025953158591698225
2.654583223417284e20,1.2498194522443415e45,,,0.002765877652433127,0.0018940572388038573
8.874577437283908e19,4.210977164325257e44,,,0.0010826319601004541,0.0013824204484356075
2.965824364123845e19,1.4180664711213567e44,,,0.000333140586075591,0.0010089159046510851
9.90783033384006e18,4.773815394708287e43,,,6.340156691976679e-5,0.000736365299554206
3.3085410723570703e18,1.606627730623034e43,,,4.9428064426342945e-6,0.000537420825795457
1.1043520304341834e18,5.405145494281969e42,,,1.530211101199769e-7,0.00039223667701473536
3.6845347182755757e17,1.8181083614663085e42,,,3.5034095770346106e-8,0.00028626797399894653
1.2287265765777866e17,6.114261393185641e41,,,8.027171112261414e-9,0.00020893153883414376
4.0949727115095096e16,2.0558203760125637e41,,,,0.00015248613964290733
1.3641694578075684e16,6.911224654472633e40,,,,0.0001112910634745367
4.543310717664703e15,2.3230525282253855e40,,,,8.122460724582973e-5
1.5126131664154e15,7.807815966141954e39,,,,5.92811802458066e-5
5.035124246645389e14,2.623993335967594e39,,,,4.32657942631387e-5
1.6762428239324522e14,8.817657004640601e38,,,,3.1577193535261445e-5
5.583595351294561e13,2.9629354680127963e38,,,,2.3046322806632013e-5
1.8622470816773168e13,9.955609641186375e37,,,,1.6820166476075358e-5
6.225296605373995e12,3.3450255822238334e37,,,,1.2276047123049976e-5
2.0890508331663223e12,1.123878386534919e37,,,,8.959568415047066e-6
