AMG,Gradient Queue,Random,Newton,BFGS,GDLS
4.709375740647972e15,4.709375740647972e15,4.709375740647971e15,4.709375740648014e15,5.016770633075929e15,5.994321633579522e15
1.3953705919963442e15,1.3953705919963475e15,1.395370591996335e15,1.3953705919963518e15,2.4898155622833775e15,3.049294060959193e15
4.1344313981910394e14,4.134431398191001e14,4.134431398190997e14,4.1344313981910794e14,9.942524441785779e14,9.478462614874375e12
1.2250167202405612e14,1.2250167202405523e14,1.2250167202405852e14,1.2250167202405631e14,4.560841107435306e14,1.6831349290600918e12
3.62967923551936e13,3.62967923551932e13,3.629679235519468e13,3.62967923551939e13,1.9257197362971222e14,1.555276660848102e12
1.0754605571854338e13,1.0754605571854422e13,1.075460557185466e13,1.0754605571854363e13,8.43193176577341e13,1.0338223930734341e12
3.186550085450958e12,3.1865500854507856e12,3.186550085451011e12,3.1865500854510864e12,3.612629555596264e13,8.013561942588672e10
9.441631792038185e11,9.441631792038049e11,9.4416317920378e11,9.441631792039313e11,1.556594523059255e13,4.1683877062675194e6
2.797521803786383e11,2.79752180378678e11,2.7975218037859784e11,2.797521803787523e11,6.695838101169806e12,481242.2773974325
8.288961978106853e10,8.288961978106139e10,8.288961978107507e10,8.288961978111621e10,2.8792814711180474e12,39616.21341690879
2.4559943911743504e10,2.455994391173711e10,2.455994391173521e10,2.455994391176826e10,1.2383970056446416e12,729.6422091179514
7.277058130826956e9,7.277058130830045e9,7.277058130829843e9,7.277058130855278e9,5.32806627465217e11,265.1670276701867
2.1561905133961406e9,2.156190513398206e9,2.156190513396604e9,2.1561905134154e9,2.2917406295694028e11,77.97172640193074
6.388880235090756e8,6.388880235084304e8,6.388880235107985e8,6.388880235199805e8,9.857926126542516e10,22.00922803068798
1.8931132775414488e8,1.893113277540655e8,1.8931132775714502e8,1.8931132776153573e8,4.240479372526461e10,6.189236991284175
5.609969236727491e7,5.60996923674429e7,5.6099692377939306e7,5.609969237225887e7,1.824105208968496e10,1.7399563504783162
1.6627093827473583e7,1.662709382738886e7,1.6627093863429995e7,1.6627093830763353e7,7.8464639484506855e9,0.48913550520117005
4.9298518437928e6,4.929851843799557e6,4.929851966476959e6,4.929851846030735e6,3.375267415654225e9,0.13750520979717068
