Iterations,Execution time,Last Gradient,Itters Per Second* ,Percentage of convergence
7,0.3646249771118164,1.15194520589057e-11,19.197807170114324,true
7,0.00047707557678222656,3.552713678800501e-14,14672.72763618191,true
7,0.00028705596923828125,2.220446049250313e-16,24385.488372093023,true
7,0.00025200843811035156,1.886268918838141e-12,27776.847682119205,true
7,0.0002620220184326172,1.9967485515317013e-12,26715.31210191083,true
7,0.00024700164794921875,2.6645352591003757e-15,28339.891891891893,true
7,0.00024318695068359375,9.84596956335982e-14,28784.439215686274,true
7,0.00025081634521484375,4.114481136916796e-14,27908.86692015209,true
7,0.00024390220642089844,1.1300325308180902e-13,28700.027370478983,true
7,0.00024080276489257812,3.7059244561987725e-13,29069.433663366337,true
8,0.0002429485321044922,2.3832327871173822e-12,32928.78508341511,true
7,0.0002689361572265625,1.636841396380106e-12,26028.482269503547,true
7,0.0002582073211669922,2.2648549702353193e-14,27109.99815327793,true
7,0.00025391578674316406,1.1469269978192642e-11,27568.195305164318,true
7,0.0002639293670654297,2.8160298737290938e-14,26522.247515808493,true
7,0.0002989768981933594,5.999355951998027e-14,23413.180223285486,true
7,0.00024318695068359375,2.220446049250313e-15,28784.439215686274,true
7,0.0002570152282714844,1.9539925233402755e-14,27235.74025974026,true
7,0.00025582313537597656,4.714797596780229e-13,27362.654240447344,true
7,0.00024199485778808594,1.8962054279092283e-10,28926.23448275862,true
7,0.00023794174194335938,1.0604553709697259e-13,29418.965931863728,true
7,0.00024580955505371094,5.08457904023092e-14,28477.33074684772,true
7,0.00024700164794921875,2.1538326677728037e-14,28339.891891891893,true
7,0.0002460479736328125,1.687538997430238e-14,28449.736434108527,true
7,0.0002510547637939453,4.846272928828147e-14,27882.36277302944,true
7,0.0002338886260986328,4.787160153445477e-14,29928.774719673802,true
7,0.00024199485778808594,6.144018755431258e-14,28926.23448275862,true
7,0.00024199485778808594,5.329070518200751e-15,28926.23448275862,true
7,0.00023984909057617188,1.9984014443252818e-14,29185.017892644137,true
7,0.0002548694610595703,9.066818346756614e-14,27465.040224508888,true
