Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.016304969787597656,1.9999800025000248e7,1.0
1.0,47.0,0.0006248950958251953,4.5289858442209037e-17,1.0
1.0,374.0,0.002137899398803711,7.033843662346514e-13,1.0
1.0,77.83333333333333,0.00029296080271402994,4.8651331045054835e-9,30.0
