Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,1.4066696166992188e-5,Inf,0.0
1.0,57.0,0.0178680419921875,3.138771703530706e-9,1.0
1.0,58.0,0.01869988441467285,8.502080034950646e-10,1.0
1.0,121.63333333333334,0.03818066914876302,8.134866885773935e-9,30.0
