Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.01424098014831543,1.9980209810634502e6,1.0
1.0,19.0,0.000904083251953125,0.0,1.0
1.0,12.0,0.0001251697540283203,0.0,1.0
1.0,63.48,0.00021859169006347657,5.536162461795463e-10,25.0
