Iterations,Execution time,Last Gradient,Itters Per Second* ,Percentage of convergence
1000,0.06986498832702637,483.2198501334668,14313.320934359377,false
1000,0.03918194770812988,1696.1029837647416,25521.95739346846,false
1000,0.046012163162231445,2502.3029828814765,21733.383767986776,false
1000,0.04178595542907715,12140.802413735597,23931.485824161402,false
1000,0.036695003509521484,6789.470963468626,27251.666558378274,false
1000,0.037542104721069336,9682.723570691383,26636.759111664327,false
1000,0.03744792938232422,3436.1438450409323,26703.746148165126,false
1000,0.03767800331115723,11083.292552178407,26540.68454057064,false
1000,0.03745698928833008,1328.8189106119962,26697.287181902666,false
1000,0.037507057189941406,2265.003211712325,26661.649164738486,false
1000,0.037980079650878906,4064.3656951255934,26329.5919648462,false
1000,0.03749704360961914,4586.159820485754,26668.76915446927,false
1000,0.03766298294067383,6222.679492380241,26551.269228334495,false
1000,0.03755903244018555,3578.8183999857215,26624.75402135412,false
1000,0.03819012641906738,1983.3862948530943,26184.77846935654,false
1000,0.03774690628051758,4206.34984916118,26492.237339093746,false
1000,0.03811907768249512,6290.249573919675,26233.583307793826,false
1000,0.03767704963684082,3156.9767729123005,26541.356333331223,false
1000,0.03818702697753906,4905.8027666360595,26186.903751061385,false
1000,0.037880897521972656,1898.6739952910623,26398.529744971172,false
1000,0.03781390190124512,9642.952392477877,26445.300530254786,false
1000,0.03836488723754883,7899.108781808701,26065.500826528456,false
1000,0.03784894943237305,1970.357272037701,26420.812598425196,false
1000,0.0377049446105957,2173.726115290424,26521.7204355469,false
1000,0.037895917892456055,2296.674705968038,26388.066462405706,false
1000,0.03831291198730469,5083.605594922937,26100.86125354707,false
1000,0.03793692588806152,2581.7346325900708,26359.54222940064,false
1000,0.038086891174316406,9118.846290328765,26255.752810676815,false
1000,0.03854107856750488,3898.1242737462626,25946.341855703267,false
1000,0.03803205490112305,2423.9983736134664,26293.609498614576,false
