Percentage of convergence,Iterations,Execution time,Last Gradient,Not divergency number
1.0,33.86666666666667,0.0125702222188313,6.379291686991214e-10,30.0
1.0,33.86666666666667,0.0137111107508341,2.603734375393411e-10,30.0
1.0,28.80888888888888,0.0003184673521253,6.436973488013027e-10,30.0
0.0,1000.0,0.0030375401178995,0.9051303637204506,30.0
