----------------------------------------
Parameters           | Value               
Execution Info - Random | Iters:     79 | TTime: 3.65020 | LastNorm: 1.65168e-10 | Iterations/sec: 21.64264 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.31715 | LastNorm: 6.35794e-09 | Iterations/sec: 21.07872 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.88837 | LastNorm: 9.70520e-10 | Iterations/sec: 21.86008 | Convergence: true |
Execution Info - Random | Iters:     76 | TTime: 3.53744 | LastNorm: 4.48223e-10 | Iterations/sec: 21.48444 | Convergence: true |
Execution Info - Random | Iters:     88 | TTime: 4.00905 | LastNorm: 3.19780e-09 | Iterations/sec: 21.95032 | Convergence: true |
Execution Info - Random | Iters:    101 | TTime: 4.72653 | LastNorm: 2.61952e-09 | Iterations/sec: 21.36874 | Convergence: true |
Execution Info - Random | Iters:     74 | TTime: 3.46568 | LastNorm: 8.26469e-09 | Iterations/sec: 21.35222 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.91486 | LastNorm: 2.81552e-09 | Iterations/sec: 21.71213 | Convergence: true |
Execution Info - Random | Iters:     77 | TTime: 3.74511 | LastNorm: 1.62370e-09 | Iterations/sec: 20.56016 | Convergence: true |
Execution Info - Random | Iters:     94 | TTime: 4.24730 | LastNorm: 6.04641e-09 | Iterations/sec: 22.13172 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.86912 | LastNorm: 3.47354e-10 | Iterations/sec: 21.45188 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.20634 | LastNorm: 5.23443e-09 | Iterations/sec: 21.15854 | Convergence: true |
Execution Info - Random | Iters:     77 | TTime: 3.57427 | LastNorm: 6.55920e-09 | Iterations/sec: 21.54287 | Convergence: true |
Execution Info - Random | Iters:     77 | TTime: 3.57265 | LastNorm: 2.29016e-09 | Iterations/sec: 21.55262 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     84 | TTime: 3.93552 | LastNorm: 3.05466e-09 | Iterations/sec: 21.46374 | Convergence: true |
| 3 |Execution Info - Random | Iters:     89 | TTime: 4.05526 | LastNorm: 6.45194e-09 | Iterations/sec: 21.94678 | Convergence: true |
Execution Info - Random | Iters:     79 | TTime: 3.65043 | LastNorm: 1.27171e-09 | Iterations/sec: 21.64129 | Convergence: true |
Execution Info - Random | Iters:     87 | TTime: 4.15314 | LastNorm: 1.59315e-09 | Iterations/sec: 20.94802 | Convergence: true |
Execution Info - Random | Iters:     86 | TTime: 3.92778 | LastNorm: 4.88469e-09 | Iterations/sec: 21.89531 | Convergence: true |
Execution Info - Random | Iters:     92 | TTime: 4.35279 | LastNorm: 2.32444e-10 | Iterations/sec: 21.13586 | Convergence: true |
Execution Info - Random | Iters:    100 | TTime: 4.66155 | LastNorm: 2.39013e-10 | Iterations/sec: 21.45209 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.88963 | LastNorm: 5.20817e-09 | Iterations/sec: 21.85300 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.80462 | LastNorm: 6.15277e-10 | Iterations/sec: 21.81557 | Convergence: true |
Execution Info - Random | Iters:     92 | TTime: 4.36906 | LastNorm: 1.46087e-09 | Iterations/sec: 21.05716 | Convergence: true |
Execution Info - Random | Iters:     87 | TTime: 3.97383 | LastNorm: 3.94559e-09 | Iterations/sec: 21.89324 | Convergence: true |
Execution Info - Random | Iters:     78 | TTime: 3.61325 | LastNorm: 4.37323e-09 | Iterations/sec: 21.58719 | Convergence: true |
Execution Info - Random | Iters:     82 | TTime: 3.76739 | LastNorm: 4.48058e-10 | Iterations/sec: 21.76576 | Convergence: true |
Execution Info - Random | Iters:     92 | TTime: 4.40410 | LastNorm: 1.24032e-09 | Iterations/sec: 20.88961 | Convergence: true |
Execution Info - Random | Iters:     95 | TTime: 4.47315 | LastNorm: 5.51229e-09 | Iterations/sec: 21.23783 | Convergence: true |
Execution Info - Random | Iters:     88 | TTime: 4.00414 | LastNorm: 1.20132e-09 | Iterations/sec: 21.97723 | Convergence: true |
Execution Info - Random | Iters:     97 | TTime: 4.55194 | LastNorm: 8.68034e-09 | Iterations/sec: 21.30958 | Convergence: true |
Execution Info - Random | Iters:     93 | TTime: 4.40576 | LastNorm: 2.45338e-09 | Iterations/sec: 21.10873 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 3.84155 | LastNorm: 1.74232e-09 | Iterations/sec: 21.86615 | Convergence: true |
Execution Info - Random | Iters:     75 | TTime: 3.49298 | LastNorm: 2.63888e-10 | Iterations/sec: 21.47162 | Convergence: true |
Execution Info - Random | Iters:     87 | TTime: 3.96137 | LastNorm: 2.97404e-10 | Iterations/sec: 21.96210 | Convergence: true |
Execution Info - Random | Iters:     75 | TTime: 3.49417 | LastNorm: 5.06956e-09 | Iterations/sec: 21.46433 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.07574 | LastNorm: 1.17894e-09 | Iterations/sec: 21.83654 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.31386 | LastNorm: 7.04371e-10 | Iterations/sec: 20.63117 | Convergence: true |
Execution Info - Random | Iters:     90 | TTime: 4.31056 | LastNorm: 3.35331e-10 | Iterations/sec: 20.87897 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 3.86758 | LastNorm: 1.36066e-09 | Iterations/sec: 21.71901 | Convergence: true |
Execution Info - Random | Iters:     74 | TTime: 3.45909 | LastNorm: 1.05141e-09 | Iterations/sec: 21.39293 | Convergence: true |
Execution Info - Random | Iters:     93 | TTime: 4.27078 | LastNorm: 3.31613e-09 | Iterations/sec: 21.77589 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 4.10588 | LastNorm: 4.16114e-09 | Iterations/sec: 20.70204 | Convergence: true |
Execution Info - Random | Iters:     88 | TTime: 4.02214 | LastNorm: 9.43592e-09 | Iterations/sec: 21.87888 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.91147 | LastNorm: 8.15923e-10 | Iterations/sec: 21.73097 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     87 | TTime: 4.03950 | LastNorm: 2.65149e-09 | Iterations/sec: 21.49416 | Convergence: true |
| 4 |Execution Info - Random | Iters:     87 | TTime: 4.17160 | LastNorm: 6.78181e-10 | Iterations/sec: 20.85529 | Convergence: true |
Execution Info - Random | Iters:     78 | TTime: 3.64611 | LastNorm: 8.66995e-09 | Iterations/sec: 21.39266 | Convergence: true |
Execution Info - Random | Iters:     81 | TTime: 3.77700 | LastNorm: 7.94856e-10 | Iterations/sec: 21.44558 | Convergence: true |
Execution Info - Random | Iters:     75 | TTime: 3.55429 | LastNorm: 3.21296e-09 | Iterations/sec: 21.10125 | Convergence: true |
Execution Info - Random | Iters:     90 | TTime: 4.08430 | LastNorm: 3.39384e-09 | Iterations/sec: 22.03559 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.23116 | LastNorm: 9.73135e-09 | Iterations/sec: 21.03440 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.04925 | LastNorm: 6.88231e-09 | Iterations/sec: 21.97937 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.80102 | LastNorm: 2.42518e-10 | Iterations/sec: 21.83626 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.32066 | LastNorm: 1.10580e-09 | Iterations/sec: 21.06160 | Convergence: true |
Execution Info - Random | Iters:     96 | TTime: 4.52260 | LastNorm: 7.06138e-10 | Iterations/sec: 21.22672 | Convergence: true |
Execution Info - Random | Iters:     82 | TTime: 3.76444 | LastNorm: 3.93227e-09 | Iterations/sec: 21.78280 | Convergence: true |
Execution Info - Random | Iters:     74 | TTime: 3.45916 | LastNorm: 6.02811e-10 | Iterations/sec: 21.39248 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.08970 | LastNorm: 6.93876e-09 | Iterations/sec: 21.76196 | Convergence: true |
Execution Info - Random | Iters:     74 | TTime: 3.45912 | LastNorm: 5.22911e-09 | Iterations/sec: 21.39271 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.80415 | LastNorm: 7.95368e-09 | Iterations/sec: 21.81825 | Convergence: true |
Execution Info - Random | Iters:     77 | TTime: 3.57324 | LastNorm: 4.38878e-10 | Iterations/sec: 21.54906 | Convergence: true |
Execution Info - Random | Iters:     88 | TTime: 4.21141 | LastNorm: 8.61163e-09 | Iterations/sec: 20.89564 | Convergence: true |
Execution Info - Random | Iters:     80 | TTime: 3.69010 | LastNorm: 4.94262e-09 | Iterations/sec: 21.67962 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.91181 | LastNorm: 1.58509e-10 | Iterations/sec: 21.72907 | Convergence: true |
Execution Info - Random | Iters:    102 | TTime: 4.75324 | LastNorm: 6.79192e-09 | Iterations/sec: 21.45906 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 3.84648 | LastNorm: 9.43788e-09 | Iterations/sec: 21.83817 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.30951 | LastNorm: 1.31376e-10 | Iterations/sec: 21.11607 | Convergence: true |
Execution Info - Random | Iters:     94 | TTime: 4.44172 | LastNorm: 1.38322e-09 | Iterations/sec: 21.16297 | Convergence: true |
Execution Info - Random | Iters:     80 | TTime: 3.73529 | LastNorm: 3.27026e-10 | Iterations/sec: 21.41734 | Convergence: true |
Execution Info - Random | Iters:     68 | TTime: 3.05725 | LastNorm: 1.02759e-09 | Iterations/sec: 22.24219 | Convergence: true |
Execution Info - Random | Iters:     75 | TTime: 3.49324 | LastNorm: 4.19968e-10 | Iterations/sec: 21.47005 | Convergence: true |
Execution Info - Random | Iters:     90 | TTime: 4.28759 | LastNorm: 1.39423e-09 | Iterations/sec: 20.99081 | Convergence: true |
Execution Info - Random | Iters:     87 | TTime: 3.99664 | LastNorm: 4.46166e-09 | Iterations/sec: 21.76831 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.90110 | LastNorm: 6.40904e-09 | Iterations/sec: 21.78871 | Convergence: true |
Execution Info - Random | Iters:     86 | TTime: 4.11891 | LastNorm: 1.36589e-09 | Iterations/sec: 20.87929 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     84 | TTime: 3.93540 | LastNorm: 3.57920e-09 | Iterations/sec: 21.47011 | Convergence: true |
| 5 |Execution Info - Random | Iters:     75 | TTime: 3.48574 | LastNorm: 9.91909e-09 | Iterations/sec: 21.51620 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.90355 | LastNorm: 3.44082e-09 | Iterations/sec: 21.77507 | Convergence: true |
Execution Info - Random | Iters:     72 | TTime: 3.39439 | LastNorm: 7.22288e-09 | Iterations/sec: 21.21148 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.14576 | LastNorm: 1.88014e-09 | Iterations/sec: 21.95012 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 4.03303 | LastNorm: 5.33160e-10 | Iterations/sec: 20.82800 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.81882 | LastNorm: 4.69025e-09 | Iterations/sec: 21.73446 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.81165 | LastNorm: 6.94107e-10 | Iterations/sec: 21.77535 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 3.86189 | LastNorm: 5.42252e-10 | Iterations/sec: 21.75103 | Convergence: true |
Execution Info - Random | Iters:    101 | TTime: 4.71231 | LastNorm: 9.18888e-09 | Iterations/sec: 21.43321 | Convergence: true |
Execution Info - Random | Iters:     94 | TTime: 4.43575 | LastNorm: 1.13891e-09 | Iterations/sec: 21.19144 | Convergence: true |
Execution Info - Random | Iters:     90 | TTime: 4.08286 | LastNorm: 3.52120e-09 | Iterations/sec: 22.04339 | Convergence: true |
Execution Info - Random | Iters:     77 | TTime: 3.57018 | LastNorm: 6.00188e-11 | Iterations/sec: 21.56756 | Convergence: true |
Execution Info - Random | Iters:     66 | TTime: 3.16777 | LastNorm: 2.37135e-09 | Iterations/sec: 20.83484 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.06462 | LastNorm: 7.89890e-10 | Iterations/sec: 21.89625 | Convergence: true |
Execution Info - Random | Iters:     80 | TTime: 3.71547 | LastNorm: 5.34292e-10 | Iterations/sec: 21.53159 | Convergence: true |
Execution Info - Random | Iters:     74 | TTime: 3.43468 | LastNorm: 9.52526e-09 | Iterations/sec: 21.54495 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.32092 | LastNorm: 4.38832e-09 | Iterations/sec: 21.06031 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.81248 | LastNorm: 9.63176e-09 | Iterations/sec: 21.77061 | Convergence: true |
Execution Info - Random | Iters:     92 | TTime: 4.34829 | LastNorm: 3.38331e-09 | Iterations/sec: 21.15776 | Convergence: true |
Execution Info - Random | Iters:     82 | TTime: 3.78343 | LastNorm: 4.25199e-09 | Iterations/sec: 21.67347 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.89757 | LastNorm: 5.05119e-09 | Iterations/sec: 21.80846 | Convergence: true |
Execution Info - Random | Iters:     74 | TTime: 3.46553 | LastNorm: 3.00454e-10 | Iterations/sec: 21.35315 | Convergence: true |
Execution Info - Random | Iters:     78 | TTime: 3.60335 | LastNorm: 2.21757e-09 | Iterations/sec: 21.64651 | Convergence: true |
Execution Info - Random | Iters:     86 | TTime: 4.00418 | LastNorm: 9.88905e-09 | Iterations/sec: 21.47757 | Convergence: true |
Execution Info - Random | Iters:     81 | TTime: 3.89839 | LastNorm: 1.56540e-09 | Iterations/sec: 20.77783 | Convergence: true |
Execution Info - Random | Iters:     80 | TTime: 3.69010 | LastNorm: 1.54607e-09 | Iterations/sec: 21.67962 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.12707 | LastNorm: 2.96713e-10 | Iterations/sec: 22.04955 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 4.03137 | LastNorm: 3.18248e-09 | Iterations/sec: 20.83660 | Convergence: true |
Execution Info - Random | Iters:     75 | TTime: 3.52321 | LastNorm: 6.96990e-10 | Iterations/sec: 21.28740 | Convergence: true |
Execution Info - Random | Iters:    100 | TTime: 4.48618 | LastNorm: 4.90668e-09 | Iterations/sec: 22.29068 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     84 | TTime: 3.88768 | LastNorm: 3.57868e-09 | Iterations/sec: 21.51515 | Convergence: true |
| 6 |Execution Info - Random | Iters:     92 | TTime: 4.35918 | LastNorm: 2.95349e-09 | Iterations/sec: 21.10490 | Convergence: true |
Execution Info - Random | Iters:     75 | TTime: 3.50180 | LastNorm: 4.50927e-09 | Iterations/sec: 21.41758 | Convergence: true |
Execution Info - Random | Iters:     77 | TTime: 3.58818 | LastNorm: 2.84034e-11 | Iterations/sec: 21.45937 | Convergence: true |
Execution Info - Random | Iters:    100 | TTime: 4.67592 | LastNorm: 4.27831e-09 | Iterations/sec: 21.38617 | Convergence: true |
Execution Info - Random | Iters:     75 | TTime: 3.50092 | LastNorm: 6.98811e-09 | Iterations/sec: 21.42296 | Convergence: true |
Execution Info - Random | Iters:     92 | TTime: 4.17638 | LastNorm: 2.24250e-11 | Iterations/sec: 22.02867 | Convergence: true |
Execution Info - Random | Iters:     93 | TTime: 4.39912 | LastNorm: 2.57357e-09 | Iterations/sec: 21.14059 | Convergence: true |
Execution Info - Random | Iters:     97 | TTime: 4.54196 | LastNorm: 8.60135e-09 | Iterations/sec: 21.35642 | Convergence: true |
Execution Info - Random | Iters:     78 | TTime: 3.62530 | LastNorm: 1.38299e-10 | Iterations/sec: 21.51543 | Convergence: true |
Execution Info - Random | Iters:     99 | TTime: 4.63981 | LastNorm: 2.42083e-09 | Iterations/sec: 21.33707 | Convergence: true |
Execution Info - Random | Iters:     85 | TTime: 3.88762 | LastNorm: 4.27567e-10 | Iterations/sec: 21.86425 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.05215 | LastNorm: 1.32644e-09 | Iterations/sec: 21.96363 | Convergence: true |
Execution Info - Random | Iters:     82 | TTime: 3.95400 | LastNorm: 2.05023e-10 | Iterations/sec: 20.73848 | Convergence: true |
Execution Info - Random | Iters:     86 | TTime: 3.95591 | LastNorm: 8.68460e-11 | Iterations/sec: 21.73960 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.32751 | LastNorm: 1.74415e-10 | Iterations/sec: 21.02825 | Convergence: true |
Execution Info - Random | Iters:    109 | TTime: 5.03128 | LastNorm: 3.91507e-09 | Iterations/sec: 21.66446 | Convergence: true |
Execution Info - Random | Iters:     89 | TTime: 4.05022 | LastNorm: 5.32318e-09 | Iterations/sec: 21.97410 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.85860 | LastNorm: 7.24406e-10 | Iterations/sec: 21.51040 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.29871 | LastNorm: 5.17891e-09 | Iterations/sec: 21.16916 | Convergence: true |
Execution Info - Random | Iters:     76 | TTime: 3.52592 | LastNorm: 1.33609e-09 | Iterations/sec: 21.55466 | Convergence: true |
Execution Info - Random | Iters:     78 | TTime: 3.61429 | LastNorm: 1.65639e-09 | Iterations/sec: 21.58098 | Convergence: true |
Execution Info - Random | Iters:     93 | TTime: 4.39720 | LastNorm: 2.58157e-10 | Iterations/sec: 21.14984 | Convergence: true |
Execution Info - Random | Iters:    101 | TTime: 4.70861 | LastNorm: 1.44949e-09 | Iterations/sec: 21.45007 | Convergence: true |
Execution Info - Random | Iters:     86 | TTime: 3.92403 | LastNorm: 8.71035e-09 | Iterations/sec: 21.91622 | Convergence: true |
Execution Info - Random | Iters:     90 | TTime: 4.11783 | LastNorm: 1.03607e-09 | Iterations/sec: 21.85618 | Convergence: true |
Execution Info - Random | Iters:     78 | TTime: 3.78921 | LastNorm: 6.17415e-09 | Iterations/sec: 20.58477 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 3.85976 | LastNorm: 7.15296e-10 | Iterations/sec: 21.76303 | Convergence: true |
Execution Info - Random | Iters:     87 | TTime: 3.98094 | LastNorm: 2.92177e-10 | Iterations/sec: 21.85416 | Convergence: true |
Execution Info - Random | Iters:     86 | TTime: 4.11352 | LastNorm: 1.69264e-09 | Iterations/sec: 20.90667 | Convergence: true |
Execution Info - Random | Iters:     78 | TTime: 3.60493 | LastNorm: 2.68194e-09 | Iterations/sec: 21.63704 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     87 | TTime: 4.06869 | LastNorm: 2.52929e-09 | Iterations/sec: 21.46917 | Convergence: true |
| 7 |Execution Info - Random | Iters:     86 | TTime: 3.91853 | LastNorm: 4.97769e-10 | Iterations/sec: 21.94701 | Convergence: true |
Execution Info - Random | Iters:     83 | TTime: 3.81622 | LastNorm: 8.98503e-09 | Iterations/sec: 21.74928 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 3.88190 | LastNorm: 4.71214e-09 | Iterations/sec: 21.63892 | Convergence: true |
Execution Info - Random | Iters:     74 | TTime: 3.42375 | LastNorm: 3.38772e-10 | Iterations/sec: 21.61374 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 4.03840 | LastNorm: 7.77395e-10 | Iterations/sec: 20.80033 | Convergence: true |
Execution Info - Random | Iters:     78 | TTime: 3.61183 | LastNorm: 2.44953e-09 | Iterations/sec: 21.59573 | Convergence: true |
Execution Info - Random | Iters:     91 | TTime: 4.12820 | LastNorm: 2.36829e-09 | Iterations/sec: 22.04353 | Convergence: true |
Execution Info - Random | Iters:     88 | TTime: 4.20312 | LastNorm: 3.32585e-09 | Iterations/sec: 20.93681 | Convergence: true |
Execution Info - Random | Iters:     80 | TTime: 3.70041 | LastNorm: 1.40524e-09 | Iterations/sec: 21.61923 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 3.85496 | LastNorm: 2.74853e-10 | Iterations/sec: 21.79012 | Convergence: true |
Execution Info - Random | Iters:     80 | TTime: 3.72125 | LastNorm: 6.80624e-09 | Iterations/sec: 21.49814 | Convergence: true |
Execution Info - Random | Iters:     96 | TTime: 4.51951 | LastNorm: 4.16818e-09 | Iterations/sec: 21.24125 | Convergence: true |
Execution Info - Random | Iters:     96 | TTime: 4.51189 | LastNorm: 4.14768e-09 | Iterations/sec: 21.27710 | Convergence: true |
Execution Info - Random | Iters:     88 | TTime: 4.04235 | LastNorm: 4.06484e-09 | Iterations/sec: 21.76953 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 3.85686 | LastNorm: 1.49481e-09 | Iterations/sec: 21.77937 | Convergence: true |
Execution Info - Random | Iters:     84 | TTime: 4.05404 | LastNorm: 5.42307e-09 | Iterations/sec: 20.72006 | Convergence: true |
Execution Info - Random | Iters:     98 | TTime: 4.47413 | LastNorm: 5.51172e-09 | Iterations/sec: 21.90368 | Convergence: true |
