Iterations,Execution time,Last Gradient,Itters Per Second,Percentage of convergence
1000,0.01117706298828125,1.1468327410137592e-5,89468.94197952219,false
1000,0.010097026824951172,5.059142667893214e-6,99039.05548996458,false
1000,0.005751848220825195,2.908340306978376,173857.16062176166,false
1000,0.009639978408813477,1.5520689514563044e-5,103734.67217371949,false
1000,0.007887125015258789,3.806164979827923e-6,126788.91206432696,false
1000,0.006040096282958984,1.2390427657053915,165560.27472961237,false
1000,0.013150930404663086,0.00010292865670724456,76040.2472851212,false
1000,0.005967140197753906,3.3755808733953847,167584.46539875338,false
1000,0.011864185333251953,6.016762186603613e-6,84287.287488445,false
1000,0.012922048568725586,3.459871631083784e-5,77387.11046329269,false
1000,0.01273488998413086,1.785051118055721e-5,78524.43179690717,false
1000,0.012894868850708008,3.566920169272067e-5,77550.22649533143,false
1000,0.013036966323852539,8.582496971231051e-5,76704.9615039959,false
1000,0.041876792907714844,2.892043177583053e-6,23879.574594065267,false
1000,0.012699127197265625,0.00011752117878630045,78745.56924001202,false
1000,0.012748003005981445,4.142391004024697e-5,78443.65894256486,false
1000,0.010932207107543945,5.481559472069639e-7,91472.83710989467,false
1000,0.01209402084350586,1.1335834440890379e-5,82685.48673264204,false
1000,0.011297941207885742,1.03881753110588e-6,88511.70152151433,false
1000,0.013173818588256836,0.00010444405992184348,75908.1350104063,false
1000,0.013131141662597656,7.369892079948034e-5,76154.8405839204,false
1000,0.012190103530883789,2.198772580050432e-5,82033.7577500049,false
1000,0.012423992156982422,7.833085105163245e-5,80489.42621377854,false
1000,0.012961149215698242,6.987624112473709e-5,77153.65230027777,false
1000,0.010215044021606445,1.4035810270360342e-6,97894.83020189054,false
1000,0.011629819869995117,2.1165604332368865e-5,85985.85456856435,false
1000,0.012753963470458984,0.0001224918789539892,78406.99891576625,false
1000,0.010946035385131836,3.1738764380203474e-5,91357.27821219315,false
1000,0.010429143905639648,6.172591237204106e-5,95885.14733785977,false
1000,0.012584209442138672,0.00011290711781701505,79464.66598461597,false
