Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.5925540924072266,2.3232456601212436e8,1.0
1.0,110.0,0.1131591796875,2.1416130269555143e-9,1.0
1.0,298.0,0.3126349449157715,9.880195221922891e-9,1.0
1.0,86.86666666666666,0.08813114166259765,8.614076560450285e-9,30.0
