Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.1684398651123047,4.230199780925308e-6,1.0
1.0,2.0,0.000762939453125,2.7623310259182026e-10,1.0
1.0,2.0,0.00011897087097167969,2.7623310259182026e-10,1.0
1.0,2.0,5.9986114501953124e-5,2.176453830620598e-13,30.0
