Iterations,Execution time,Last Gradient,Itters Per Second,Percentage of convergence
1000,0.6399400234222412,1.5772554000097984e-6,1562.6464409152704,false
14,0.0006110668182373047,1.831693921183292e-10,22910.751463129145,true
21,0.0004210472106933594,2.1451211725179132e-12,49875.64212910532,true
12,0.0002970695495605469,7.719575192472594e-10,40394.581059390046,true
18,0.0003371238708496094,2.4634326796502875e-12,53392.83734087695,true
1000,0.21515202522277832,3.608566669304336e-8,4647.876304973443,false
22,0.0005841255187988281,1.1039694113801497e-10,37663.137959183674,true
24,0.0005548000335693359,2.3035665827516284e-12,43258.82939406962,true
45,0.0004439353942871094,2.865769539618449e-10,101366.10096670248,true
1000,0.21057510375976562,6.235003690250229e-5,4748.89947645876,false
64,0.0012049674987792969,2.1451211725179132e-12,53113.46576968738,true
67,0.0005700588226318359,2.4634326796502875e-12,117531.73065662902,true
85,0.0006251335144042969,8.099377537311566e-12,135970.9534706331,true
66,0.0005509853363037109,2.4634326796502875e-12,119785.40199048031,true
88,0.0006167888641357422,2.4774139877183938e-12,142674.4306146115,true
84,0.0006289482116699219,2.4774139877183938e-12,133556.30629264595,true
82,0.0006120204925537109,2.4774139877183938e-12,133982.4417608103,true
55,0.0005080699920654297,2.3035665827516284e-12,108252.80150164242,true
91,0.0006709098815917969,7.465556625243623e-11,135636.69651741293,true
124,0.0008168220520019531,1.3949713938797542e-9,151807.8505545826,true
173,0.0015058517456054688,2.4634326796502875e-12,114885.14756174794,true
1000,0.18419814109802246,1.3110772625900866e-8,5428.936437897288,false
182,0.001489877700805664,2.4774139877183938e-12,122157.67770843334,true
167,0.0010080337524414062,1.3379722230418774e-10,165669.05581835384,true
1000,0.21477913856506348,2.0293993354299264e80,4655.945669029993,false
1000,0.21502399444580078,1.4575656262004262e79,4650.643769209958,false
183,0.001096963882446289,2.4774139877183938e-12,166824.0886763747,true
180,0.0012328624725341797,2.1451211725179132e-12,146001.68632759622,true
170,0.0009410381317138672,6.780138963991779e-12,180651.5530782873,true
137,0.0008378028869628906,5.710927844141349e-11,163522.95048377916,true
