iterations,Last Gradient,Execution time
10.0,6.04989527116133e-9,0.004662990570068359
10.0,6.052224520892478e-9,0.10844588279724121
6.0,8.285805092641495e-9,0.0012509822845458984
7.0,8.285705791275366e-9,0.0333099365234375
