Oviedo,Queue,RD,Newton
72.17656376891999,72.1765638569898,0.03857331766943664,1.092638146147772e6
31.07627263076808,31.076275361483454,0.04277967876287026,2.393787054589255e-9
17.46618361877593,17.46615508197705,0.20552203156722793,
10.584601970995763,10.58460829753323,0.026151297460171342,
10.495691113692741,0.7762454703182666,0.043976654601959896,
0.7762422816976088,0.02520134456321488,0.010364753587215118,
0.025204512059572186,0.0006422693383636483,0.0012637489589435644,
0.02520270430083445,0.0006348771704033043,0.0010256609327129844,
0.025202704273316338,0.0006345785836678172,0.0010035828022725208,
0.025200896492708947,0.0006350019083438202,0.0009957056451189443,
0.01873275736500758,0.0006350046165370326,0.0009518872401368252,
0.018519999314470976,0.0006350060076813779,0.0009373648150594019,
0.017899481306778646,0.0006350060448269852,0.0009194352194069082,
0.016629229869331366,0.0006350059799394381,0.0008724443269863444,
0.016612234494418572,0.0006350060225902731,0.0007990160240974986,
0.016605693465269526,0.0006350057339342974,0.0007987269498589269,
0.011259648629968168,0.0006350051716975527,0.0007953148115345608,
0.011242900174898622,0.0006350040681092162,0.0008009715642601796,
0.011105205708935882,0.0006351427368233251,0.0007966043278055184,
0.010551247960345487,0.0006351109473154264,0.000781695564746283,
0.010243322125846816,0.000635114283745735,0.0007641496821974695,
0.010222646104682027,0.0006351305822206017,0.0007434650942436986,
0.010219944807189324,0.0006351242344234217,0.0007230493013351176,
0.009848843973595303,0.000635135785696542,0.0007031672972888207,
0.009764609580175094,0.0006352024879054368,0.0007265699772710033,
0.009755530530424623,0.0006351971183642367,0.0010526948033435528,
0.009349233793790702,0.0006351925377171953,0.0006910492358666881,
0.007835841957642219,0.0006352309001536442,0.0007109012593045092,
0.007820927941181397,0.0006353580375729825,0.0007097063308675921,
0.007688408794450927,0.0006353503627085667,0.0007042405269963571,
0.007549168122474968,0.0006353503994708932,0.0007071746552295712,
0.007548862404173623,0.0006353429962230374,0.0007011821017341084,
0.007541341708705459,0.0006353429636971128,0.0006814225730413632,
0.007434644840519958,0.0006353407335861165,0.0006820279276820441,
0.007434567619391243,0.0006371071976170529,0.0012307436495920152,
0.007431416321706425,0.0006370629688263239,0.0008247258203552979,
0.007409336609537408,0.0006360143785804017,0.0007937779379105744,
0.007409335805951408,0.0006360334596698778,0.0007564605434977345,
0.007393118747620634,0.0006357310429190666,0.0006843698334522933,
0.007327411169885517,0.0006356781815119118,0.0006840154842802148,
0.0073273887950497385,0.0006356505231062611,0.00067633597302746,
0.007288323941970884,0.0006356484665177662,0.0006706519152627924,
0.007284557050293483,0.0006356509855305465,0.0007029043997129171,
0.007270142572749721,0.0006356613176160217,0.000704707366474747,
0.0063643315562294436,0.000635233241880417,0.0007045249707860752,
0.006318501218550836,0.000635179362840269,0.0006764679530621256,
0.006141462195950641,0.0006349554850659304,0.000667373714356877,
0.006073681596486437,0.0006349567127466207,0.0006637616540005578,
0.005785983754687359,0.0006349566184467415,0.0006630459922078814,
0.005709224403269777,0.0006349401190748471,0.0006758910283726869,
0.005705858183446189,0.0006349477124085821,0.0006679002417209166,
0.005650966884743939,0.000634969339131579,0.0006715092002369077,
0.00564584937551651,0.0006349847936508358,0.0006797495056133219,
0.0056456714802137434,0.0006349904851977758,0.0006853102098193865,
0.005473961849936542,0.0006349890375921738,0.0007346869552005316,
0.005419250687066944,0.0006350131860413097,0.0006791587250155235,
0.005418105772839534,0.0006350382686675394,0.0007065584779357471,
0.0053325569280742915,0.0006350637392516833,0.0007334767439929387,
0.005066037553609233,0.0006350877686496154,0.0007080673321149655,
0.00506413573914931,0.0006351112018580011,0.0006813309734164419,
0.0049884276789646,0.0006351167342856076,0.0005105694758034242,
0.004923792617871602,0.0006351484407192839,0.0008380391172211419,
0.004923779578000006,0.0006351827799908209,0.00046635046636370886,
0.004923255941482585,0.0006352010902038609,0.0004656551531900493,
0.004920638772089582,0.0006352101572712974,0.0004649092211331935,
0.004920636014901793,0.0006352164318275151,0.0006861709911500552,
0.004919923448439624,0.0006352130431980035,0.0006789746369913043,
0.004919694420144391,0.0006352024202894186,0.0006709743524777942,
0.004919693226288536,0.0006351971636695187,0.0007572763409514941,
0.00491952642540057,0.0006351648960758698,0.0007483322300717996,
0.004917301067798133,0.0006351325236053722,0.0007477586930408286,
0.004917299616310212,0.0006351137181911087,0.0007485911803511028,
0.004916611977745313,0.0006351181206416045,0.0007465251334099599,
0.004916232624572759,0.0006351069690197559,0.0006718643439607593,
0.004916232190671779,0.0006348056316004092,0.0006714083699699253,
0.004916011337477989,0.0006347870738237736,0.0006690545463027693,
0.004914428512021205,0.0006347774048481925,0.0006689791803738297,
0.004914427477096465,0.0006347641150565492,0.0006601675917570729,
0.004913771567482414,0.0006347260738056101,0.0006605728199381164,
0.0049130291016833685,0.0006347042809730834,0.0006490851209168285,
0.004913028859538591,0.0006347062646053407,0.0006495175093487504,
0.004912617692327731,0.000634710910580394,0.0006478778549434413,
0.0049118651269968745,0.0006347093750638241,0.0006494549584792928,
0.004911864501554883,0.0006347054593533027,0.0006176095800149419,
0.004911318550661719,0.0006346769103361144,0.0006762215025600309,
0.0049104096262702545,0.0006346705318537167,0.0006441382388191283,
0.0049104094860244855,0.0006346514774314395,0.0006398105561227143,
0.004909839542416162,0.0006346725449063067,0.000626657694331151,
0.004909280431910628,0.0006346225413695547,0.0006325713206342176,
0.0049092800262036645,0.0006346512080259278,0.0005790915198439085,
0.004908812880934958,0.0006347541063948064,0.000567181518909122,
0.004907220329859784,0.0006348553385577317,0.0005632400997404405,
0.004907220116724287,0.0006343069856320141,0.0005623088537167718,
0.004906343271617133,0.0006343938662378436,0.0005618793495615653,
0.0049057264132397384,0.0006344841334840519,0.0005694079608878537,
0.004905724745918222,0.0006344839298027564,0.0005699782281059413,
0.004905088073343296,0.0006344687163492417,0.0005745311829485288,
0.0048757013314634345,0.000634469083805628,0.0005657606523422513,
0.004875668614224647,0.0006344715987760314,0.0005476606104792756,
0.00486569080084087,0.0006344649471907515,0.000536524376432001,
0.00481518384621725,0.000634455115589013,0.0005262706856161397,
0.004815157351135545,0.0006344711598659681,0.000517262839753478,
0.0048080477697479175,0.0006345229961180449,0.0005094118029083267,
0.00479168677722484,0.0006345352866945442,0.0005004262347059495,
0.004791672747660135,0.0006345312192079907,0.00048786964164981904,
0.0047880888904036824,0.0006345320442356228,0.00047653424235581876,
0.0047806530941236994,0.000634451274079688,0.00045497073771407057,
0.0047806084787709235,0.0006344580938466318,0.00044729910764476367,
0.0047713668103644274,0.000634417798577495,0.0004439271801991065,
0.004759176705295422,0.0006344503686736268,0.0004422229462723226,
0.00475898759803249,0.0006344284200216288,0.00044521942072006925,
0.004730471397956349,0.000634445035530517,0.0004446356369774905,
0.004708132246755462,0.000634463126641405,0.00044435947227889234,
0.004707228596152709,0.0006344953188879735,0.0004478711655412684,
0.004599273060379104,0.0006344306723417286,0.000447778936326943,
0.004537547575335312,0.0006344185234127142,0.0004609344312850261,
0.004533389337968406,0.0006344560251557333,0.0004617490404690307,
0.004262584599766025,0.0006344981582927812,0.0004681503708631588,
0.004193584960902356,0.0006345058309032971,0.00046972529351545667,
0.0041895703505843655,0.0006345101882074073,0.00046814173168125534,
0.004060845796410782,0.0006345982758839439,0.00046830290435988134,
0.004046079044001969,0.0006346022700172546,0.0004682848228251429,
0.004045086799918394,0.0006346211953621857,0.00047239043164018437,
0.004018360789493525,0.0006345373843755402,0.0004713956545263567,
0.004015489147337683,0.0006344384434728967,0.0004627427384869092,
0.00401495150308526,0.0006341532242121002,0.0004557250886604325,
0.004003135858042412,0.000633917558589977,0.00045185461481480905,
0.004002027345257954,0.0006338640761704926,0.0004534242471412969,
0.004001292204516567,0.0006331496274421823,0.0004527561163696701,
0.003991182409313657,0.000633088874260908,0.0004441910568989047,
0.003990458866312863,0.0006331669013571708,0.0004526690822891215,
0.003989094284532859,0.0006331671979432136,0.00044867967254728187,
0.003973952606071109,0.0006331681969714774,0.00044975612101696484,
0.003972876227459433,0.000633170512925072,0.00044395809393535564,
0.003968415014219453,0.0006331706008055712,0.00044659149046483875,
0.003940530201476239,0.0006343077096570688,0.0004408524821537053,
0.003939257335774728,0.0006360252394338082,0.0004272518407220509,
0.003932957642080419,0.0006341181447155997,0.0025085526170800974,
0.0039176727216782775,0.0006339646781580948,0.0007916529386509325,
0.0039173265468553445,0.0006339473735868474,0.0007980974283074969,
0.003915504541457948,0.0006339447680323029,0.0007356208083536402,
0.003913185837724959,0.000633938577477571,0.0006768997716093888,
0.00391309634077649,0.0006339202618184166,0.0006249972125924172,
0.003912110535478845,0.0006339190158170061,0.0006240367011912988,
0.0039105753506698485,0.0006339049875386143,0.0006141103361791386,
0.003910205735813027,0.0006338996442702082,0.0006055282762251498,
0.003902648488185315,0.0006338993863833511,0.0005985631284676506,
0.003893885175625075,0.0006338994610264821,0.0005987415756269856,
0.0038906364466011045,0.000633900116723744,0.00072212260181872,
0.003854796771218175,0.0006339018678161985,0.001523828250772952,
0.003839285379149227,0.000633904369745715,0.0023014448628997835,
0.0038349707290285394,0.0006339024579826019,0.0019628049492811488,
0.003815873402917334,0.0006338982017693643,0.0006937717449085977,
0.0038132159138418256,0.0006338941909836338,0.0006853617569355202,
0.0038117217544901463,0.0006338898856949006,0.0007278595226210276,
0.0038074320957969037,0.0006341588314186408,0.0005916551563467766,
0.003807056492325727,0.0006339718337716399,0.0005950042475642538,
0.0038059453917638746,0.0006339910845559053,0.0005865487186385764,
0.00380420700536885,0.0006338498648390023,0.0005758588678997358,
0.0038041188692669575,0.000709658559289572,0.0005744205097957986,
0.003802804492929139,0.0006356754470490722,0.0005662986480458687,
0.0038018418116779803,0.0006352870492063508,0.0005647635666670214,
0.003801809487546382,0.0006352826246028461,0.0005640254770074449,
