iterations,Last Gradient,Execution time
24.0,1.060751763661992e-11,0.00032806396484375
28.0,1.060751763661992e-11,0.10045599937438965
25.0,1.060751763661992e-11,0.00021314620971679688
26.0,1.060751763661992e-11,0.0318601131439209
