iterations,Last Gradient,Execution time
4.0,4.460494208775849e-9,0.001252889633178711
27.0,6.17409477442756e-9,0.10051798820495605
4.0,2.3689876099430974e-9,0.0001289844512939453
2.0,1.7870166405663193e-14,0.026856184005737305
