iterations,Last Gradient,Execution time
100.0,1.127925675842031e-6,1.6050300598144531
100.0,9.284475742815491e-5,1.5416150093078613
100.0,1.5599487903940184e-6,1.4268548488616943
15.0,4.684101069754825e-9,0.2915689945220947
