Oviedo,Queue,RD,Newton
2.8284271247461903,2.8283071268752873,2.8275744681719273,5.656854249492381
1.2060453783110545,1.2062767967214987,1.6898868581801008,4.981723002963235e-14
0.7333587976225691,0.7335191015535624,1.1286046857096863,
0.5785568541403717,0.5789536429767295,0.832926220632538,
0.43695627651917174,0.4383626780019683,0.6689701256408758,
0.3382631089404865,0.3398720399010529,0.5701110514226972,
0.28835349089092527,0.290457045809375,0.5033368439214745,
0.24190121216569158,0.2463110459952843,0.45416077182541814,
0.2038919786092986,0.20829523821738083,0.4154320226351957,
0.1807015805810502,0.18528878870459653,0.38379297482286695,
0.15886029415790753,0.1661526028814523,0.3572714901888147,
0.1397798453915205,0.14786649815119013,0.3346613729363787,
0.1268374998614967,0.1347290494586689,0.3150964524039693,
0.11454100659404294,0.12485489054058435,0.29799299267668194,
0.1034204185097766,0.11578544615716234,0.2828868812703891,
0.09534417537705892,0.10767214521943276,0.26943868926160125,
0.0876199738005365,0.10164337794750972,0.25738793028001433,
0.08048552742531613,0.09669584357805348,0.24651522823213753,
0.07505073502821753,0.09206747108338752,0.2366439745065518,
0.06982600092143788,0.08785990128956207,0.22764371016521262,
0.06493183515899506,0.08444040523981106,0.21940122896827588,
0.06106964428755629,0.08150342061859403,0.21181861604592792,
0.057341452408405234,0.0789387802692977,0.20481626348999635,
0.05381409407892752,0.07657567159926071,0.19833068838920329,
0.05095383645500409,0.07436502131287479,0.1922972744197442,
0.04818356896800599,0.07243339380596577,0.18667569060517783,
0.04554299439686915,0.070776217253411,0.18142120980103546,
0.04335513466249128,0.06927202347574551,0.17649683856981005,
0.04123022797866636,0.06792570442156501,0.17187301202873037,
0.03919317560143059,0.06660725061095897,0.16752098177937763,
0.03747551175837098,0.06538753341916557,0.16341584353319122,
0.03580337385250687,0.06427642842073444,0.15953703180372414,
0.0341930823012315,0.06334340110624834,0.15586604260579703,
0.03281538288912077,0.062498615221480334,0.1523860552255173,
0.03147152597686746,0.0616910755524357,0.14908096874297674,
0.030172604471421068,0.06091378903529168,0.14593734650523948,
0.02904760203183298,0.060188625480579835,0.14294352071897456,
0.0279483479441035,0.05951738170757821,0.14008870681664282,
0.02688261630051947,0.058899302194848034,0.13736317618901084,
0.025949870653289967,0.058338635861600825,0.13475687353491078,
0.025037107644006622,0.05781525662221108,0.13226351546289086,
0.024149919532413505,0.057334542872187276,0.12987418591613745,
0.02336638449611537,0.056865692667099274,0.12758282945320173,
0.0225986257355212,0.05641586266048699,0.12538354027399365,
0.021850757634862553,0.055998351246723796,0.12327179847952269,
0.02118503163058786,0.05560390639281501,0.12124115232786932,
0.020531948887882318,0.055241728376521256,0.11928421626752532,
0.019894596489374708,0.05489965435965229,0.11739971162486519,
0.01932329140437342,0.05458735569241854,0.1155840793329545,
0.018762253255458095,0.0542665104211588,0.1138325985697309,
0.018213838668332757,0.05396620088447915,0.11214119449523925,
0.017719214907163307,0.05369109830840197,0.11050701853250512,
0.01723302653302888,0.05341480799583487,0.10892776186877183,
0.016757100300644593,0.053152102230316085,0.10740002056037087,
0.016325484576197414,0.05289857553308733,0.1059205397037678,
0.015900872270095647,0.05264797360570283,0.10448770147731586,
0.015484698881475755,0.052405999548138314,0.10309821770957768,
0.015105400338880309,0.0521768945141999,0.10175209550933793,
0.014731971237419058,0.051951909148545014,0.10044612069779965,
0.01436555354493585,0.051727933104166006,0.09917876315145323,
0.014030105504746745,0.05152239822696682,0.09794757464885759,
0.013699618498116984,0.051322113230008654,0.09675134177412403,
0.013375011103644589,0.051122688050245904,0.0955884752377458,
0.013076630548618906,0.05093282100009133,0.0944580381442926,
0.012782475683086273,0.05074895757249463,0.09335823524717758,
0.012493292861812718,0.05056070095189946,0.09228753895429509,
0.012226488578328544,0.05038926103249327,0.09124447379025685,
0.011963309051978257,0.05022102279278871,0.09022883526105487,
0.011704366287695033,0.05006421657442689,0.0892392438880734,
0.011464650406934439,0.04990346329239619,0.08827429802334905,
0.011228063912589757,0.049743550888350724,0.08733360977408373,
0.010995112871967272,0.04959789361959526,0.08641621798702785,
0.010778785559637842,0.04945385987644619,0.08552107288905283,
0.01056517601653394,0.04931232843994707,0.08464684577827615,
0.01035470594844929,0.04916806135049107,0.0837933566917167,
0.010158692645084889,0.04903376979068492,0.0829594642715718,
0.009965052569967499,0.04889587923815903,0.0821437587890532,
0.009774139636987384,0.04876544350382102,0.08134676725985567,
0.009595866586136377,0.04863412287255116,0.08056821597750384,
0.009419676408301698,0.048504123049352664,0.07980700650487543,
0.009245868082467263,0.04838024786523791,0.07906202658970732,
0.009083166117759814,0.04826176827453491,0.07833293450743589,
0.008922300794467224,0.048137604681759386,0.07761938826825379,
0.00876352622867508,0.0480197694738797,0.07692052780774568,
0.008614555667357636,0.04790683834936373,0.07623575025589635,
0.008467211713145984,0.047793230183669884,0.07556519509953175,
0.008321711579718876,0.047678220468608715,0.07490832268209974,
0.0081849030548332,0.047566583363525636,0.07426492809645596,
0.008049541003010753,0.04745522413304448,0.07363432812474653,
0.007915812079199043,0.047357078375114554,0.07301600012020075,
0.007789819531206537,0.047254327574350816,0.07240976146205065,
0.007665118180241985,0.04715132834480138,0.07181492395457739,
0.007541869216730833,0.04705167814554095,0.07123123093394611,
0.00742553224977563,0.04695485311245058,0.07065853787865445,
0.007310351994449389,0.046857613132508025,0.07009645258055663,
0.007196468296954134,0.04676262191952397,0.06954469009796094,
0.007088781811306964,0.046674828575811005,0.06900312635837672,
0.006982135038864331,0.04658401070181068,0.06847118973120586,
