iterations,Last Gradient,Execution time,Iterations per Second
6.0,6.003356721004466e-10,0.24886798858642578,24.10916741072284
6.0,6.003356721004466e-10,0.09135603904724121,65.67710315130162
10.0,2.1644409767755096e-9,0.0001010894775390625,98922.2641509434
27.0,0.0,0.026660919189453125,1012.7182715696094
10.0,3.922576636980854e-9,0.47609996795654297,21.003992171897753
