iterations,Last Gradient,Execution time,Iterations per Second
5.0,7.864242590471804e-11,0.24881386756896973,20.09534295195194
5.0,7.864242590471804e-11,0.09123587608337402,54.80300310188125
5.0,7.864242590471804e-11,5.507469177246094e-5,90785.80086580086
14.0,2.546416411064456e-10,0.02669215202331543,524.4987360993256
8.0,3.148052573295754e-9,0.4789109230041504,16.70456783448781
