Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.020076990127563477,820206.9719017396,1.0
1.0,8.0,0.0004749298095703125,6.204678963923554e-10,1.0
1.0,8.0,7.796287536621094e-5,9.883466765351297e-11,1.0
1.0,8.10344827586207,2.9679002432987607e-5,3.5549166195509752e-12,29.0
