Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
1.0,1.0,3.0994415283203125e-6,1.132641179472456e-41,1.0
1.0,1.0,1.9073486328125e-6,1.132641179472456e-41,1.0
1.0,1.0,3.814697265625e-6,1.132641179472456e-41,1.0
1.0,1.0,1.613299051920573e-6,1.1326411794724556e-41,30.0
