Archived Convergence,Iterations,Execution time,Last Gradient
1.0,52.0,0.575491189956665,2.0347487896337597e-12
1.0,52.0,0.5815598964691162,8.610114891106813e-13
1.0,76.4,0.9075345993041992,2.9486693362811716e-9
