Archived Convergence,Iterations,Execution time,Last Gradient
1.0,13.0,0.0004189014434814453,8.422102823979606e-9
1.0,13.0,0.00010013580322265625,8.421117592352438e-9
1.0,15.533333333333333,7.085005442301433e-5,6.959176020268734e-9
