Archived Convergence,Iterations,Execution time,Last Gradient
1.0,48.0,0.0004570484161376953,2.8092393313047982e-9
1.0,64.0,0.0003800392150878906,6.4568570257747546e-9
1.0,84.33333333333333,0.00037046273549397785,6.7840876041337875e-9
