Percentage of convergence,Iterations,Execution time,Last Gradient,Not divergency number
1.0,5.966666666666667,0.0123961210250854,2.2066523387542838e-10,30.0
1.0,5.966666666666667,0.0132235288619995,6.82653871387612e-10,30.0
1.0,9.907777777777778,0.0002415034506056,3.646194038042161e-09,30.0
1.0,31.266666666666666,0.0001186768213907,6.9714797370568485e-09,30.0
