Percentage of convergence,Iterations,Execution time,Last Gradient,Not divergency number
1.0,5.966666666666667,0.013577659924825,2.2066523387542838e-10,30.0
1.0,5.966666666666667,0.0134488026301066,6.82653871387612e-10,30.0
1.0,9.907777777777778,0.0004630557696024,3.646194038042161e-09,30.0
1.0,31.266666666666666,0.0001179695129394,6.9714797370568485e-09,30.0
