Iterations,Execution time,Last Gradient,Itters Per Second* ,Percentage of convergence
19,0.39034199714660645,6.065271363387745e-9,48.67526461126317,true
21,0.00019693374633789062,4.02432376698374e-9,106634.84745762713,true
22,0.00011706352233886719,4.564575627517052e-9,187932.1547861507,true
20,0.00011801719665527344,3.407500109499702e-9,169466.8282828283,true
19,9.298324584960938e-5,4.105310343315832e-9,204337.88717948718,true
21,0.00010395050048828125,7.218836251004976e-9,202019.22935779818,true
21,0.00010085105895996094,3.008002493429689e-9,208227.85815602838,true
20,0.00011992454528808594,7.446314543623168e-9,166771.53081510935,true
21,0.0001010894775390625,5.774905781446686e-9,207736.75471698114,true
21,0.00010395050048828125,4.338523315471418e-9,202019.22935779818,true
21,0.00010180473327636719,3.786102600965358e-9,206277.24590163934,true
22,0.00010585784912109375,2.9941880158531126e-9,207825.87387387388,true
22,0.00010418891906738281,7.3549138386661964e-9,211154.89244851258,true
21,0.00012183189392089844,6.356023776730262e-9,172368.65753424657,true
22,0.00010800361633300781,6.879266068216878e-9,203696.8830022075,true
22,0.00010704994201660156,7.333228734384516e-9,205511.55456570155,true
22,0.00010800361633300781,9.071144216005128e-9,203696.8830022075,true
22,0.00010991096496582031,6.538878154737502e-9,200162.01301518438,true
22,0.00010704994201660156,6.697912537119761e-9,205511.55456570155,true
23,0.00011110305786132812,5.360672491391248e-9,207015.0042918455,true
24,0.00011992454528808594,4.347793157348958e-9,200125.8369781312,true
23,0.00011205673217773438,9.841906841788345e-9,205253.1744680851,true
24,0.00011897087097167969,5.352197271317258e-9,201730.05210420841,true
24,0.0001201629638671875,4.5369213425343344e-9,199728.7619047619,true
24,0.00011897087097167969,7.837815473695074e-9,201730.05210420841,true
24,0.00011587142944335938,7.141226334322561e-9,207126.1234567901,true
24,0.00011491775512695312,6.2168659119728006e-9,208845.01244813277,true
24,0.00011610984802246094,6.3545267607618276e-9,206700.8131416838,true
24,0.00011897087097167969,6.1484855497638655e-9,201730.05210420841,true
24,0.00012302398681640625,2.9750553039857987e-9,195083.90697674418,true
