Archived Convergence,Iterations,Execution time,Last Gradient
1.0,48.0,0.0006749629974365234,2.8092393313047982e-9
1.0,74.0,0.0006289482116699219,8.580038108281799e-9
0.3333333333333333,747.9,0.010286513964335125,6.607548800004013e-6
