Archived Convergence,Iterations,Execution time,Last Gradient
1.0,17.0,0.00031685829162597656,1.2355306478709279e-9
1.0,17.0,9.083747863769531e-5,1.2355213386461205e-9
1.0,94.1,0.0003577629725138346,5.98718279314369e-9
