Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.20099401473999023,1.5894143113604602e16,1.0
1.0,30.0,0.4443981647491455,3.144644553414429e-10,1.0
1.0,30.0,0.16288995742797852,4.018095080153464e-9,1.0
1.0,95.53333333333333,0.1573276201883952,7.361112413503421e-9,30.0
