Archived Convergence,Iterations,Execution time,Last Gradient
1.0,59.0,2.8005568981170654,6.028257727546955e-12
1.0,59.0,2.596169948577881,2.114112987601885e-12
1.0,100.8,4.719209790229797,3.434224129902408e-9
