Archived Convergence,Iterations,Execution time,Last Gradient
1.0,40.0,2.535352945327759,2.3903989006226407e-11
1.0,40.0,2.0299367904663086,2.057556269475304e-11
1.0,63.0,3.1004227876663206,2.74425373887973e-9
