iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
43,0.00022411346435546875,2.9711741240125763e-15,191867.0978723404,true
1000,3.695487976074219e-5,Inf,2.706002580645161e7,false
1000,0.0008170604705810547,Inf,1.223899620659469e6,false
1000,1.2159347534179688e-5,Inf,8.224125490196079e7,false
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
23,9.083747863769531e-5,6.084554591792341e-14,253199.45406824147,true
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
1000,0.0003151893615722656,Inf,3.172695915279879e6,false
160,0.0006549358367919922,6.84900840643387e-13,244298.74044412086,true
22,8.606910705566406e-5,5.776641216771401e-9,255608.5540166205,true
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
1000,6.890296936035156e-5,Inf,1.4513162629757786e7,false
1000,1.0013580322265625e-5,Inf,9.986438095238096e7,false
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
1000,9.059906005859375e-6,Inf,1.1037642105263157e8,false
1000,9.059906005859375e-6,Inf,1.1037642105263157e8,false
30,0.00011706352233886719,1.529964635191773e-11,256271.12016293278,true
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
150,0.0006220340728759766,5.829317814430937e-13,241144.34649290916,true
49,0.00019621849060058594,5.625228995167658e-15,249721.62332928312,true
1000,0.000370025634765625,Inf,2.702515463917526e6,false
1000,5.0067901611328125e-6,Inf,1.997287619047619e8,false
50,0.00019979476928710938,4.630500851570238e-11,250256.80190930786,true
70,0.00028896331787109375,3.4608253356219146e-15,242245.2805280528,true
1000,9.059906005859375e-6,Inf,1.1037642105263157e8,false
124,0.0005152225494384766,5.0744324349294714e-14,240672.69597408606,true
1000,0.0008759498596191406,Inf,1.1416178551986935e6,false
