iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
17,0.00021982192993164062,8.341033160675361e-10,77335.32321041214,true
1000,0.007316112518310547,1.0641253647590387e-7,136684.6118751222,false
1000,0.007205963134765625,1.585417582667136e-7,138773.9544732663,false
609,0.004374027252197266,9.990891201796382e-9,139230.95693884225,true
1000,0.007147073745727539,2.342901499226021e-7,139917.40334256264,false
1000,0.007266998291015625,6.961811717228288e-6,137608.39895013123,false
1000,0.007157087326049805,6.392131395298881e-7,139721.64295945902,false
1000,0.007425785064697266,3.968442516713737e-7,134665.8961022282,false
1000,0.00793004035949707,3.095436263345727e-6,126102.76299570067,false
1000,0.021492958068847656,9.37122532347918e-8,46526.86692993744,false
1000,0.0069239139556884766,5.366852481635169e-6,144426.9825419235,false
51,0.0003669261932373047,9.676983958570562e-9,138992.53021442494,true
1000,0.007057905197143555,2.7820335091062866e-8,141685.09948316048,false
1000,0.0071868896484375,3.5535078879573675e-7,139142.25053078556,false
820,0.005810976028442383,9.994649175116506e-9,141112.26685266485,true
1000,0.007147073745727539,2.1952061155278126e-7,139917.40334256264,false
785,0.0055811405181884766,7.1078812131441465e-9,140652.25511555385,true
1000,0.00727081298828125,9.06072850340271e-6,137536.20146904513,false
1000,0.0074100494384765625,7.782512027886378e-7,134951.86615186615,false
1000,0.014955997467041016,6.576265470602066e-7,66862.80886338276,false
1000,0.007210969924926758,7.073183494618264e-6,138677.5996032402,false
1000,0.00714111328125,5.130223805273613e-7,140034.18803418803,false
1000,0.007276058197021484,4.355285245823767e-6,137437.05354217184,false
1000,0.007139921188354492,2.6597782161516767e-7,140057.5683707884,false
1000,0.0071179866790771484,1.1260570883077712e-7,140489.16429408808,false
1000,0.0071408748626708984,3.313913193300181e-7,140038.86347701246,false
1000,0.007166862487792969,1.229991225318445e-6,139531.07119095142,false
1000,0.0071659088134765625,7.435568163208236e-7,139549.64067074793,false
1000,0.009816884994506836,5.2080800225923206e-8,101865.3066180935,false
1000,0.007122993469238281,8.166634981769413e-7,140390.41371000133,false
