Oviedo,Queue,RD,Newton,BFGS
294.4063623026658,294.4063623026656,0.09402915716270005,4.674010295180855e6,1.5268014956732845
113.06326583329535,113.0632658332953,0.0854365287332749,4.4762269631821315e-8,3.5251448219437334e-6
26.11984106785429,26.119841067854274,0.061502547814957204,2.0010868360893373e-8,2.65502882550795e-6
3.794479530987082,3.7944794470621988,0.06397619141660266,1.0405614193528966e-8,2.6863559057072067e-6
3.79447770180211,1.805572900827977,0.008783397759150536,7.571443458637862e-9,2.6863559057072067e-6
1.8055728783989007,0.042591059714423986,0.008044027403027489,,2.6863559057072067e-6
0.043146591246025524,0.0070578117010338315,0.007427220910781019,,2.6863559057072067e-6
0.042594058094142406,3.7710970554954033e-8,0.007336011187031006,,2.6863559057072067e-6
0.04259405795454209,3.137597758435271e-8,0.007129229256880186,,2.6863559057072067e-6
0.04258981487890574,1.941337474185228e-8,0.007068664129199519,,2.6863559057072067e-6
0.042436685178556664,7.503510380660674e-9,0.007112174004892789,,2.6863559057072067e-6
0.04170225279963215,,0.00707997064203647,,2.6863559057072067e-6
0.04146038592687776,,0.007390412573326979,,2.6863559057072067e-6
0.038900970191014815,,0.007141803530002179,,2.6863559057072067e-6
0.038266486641419274,,0.007044934876011271,,2.6863559057072067e-6
0.03819880355653747,,0.007065261253074151,,2.6863559057072067e-6
0.029744087303397185,,0.007019280271479213,,2.6863559057072067e-6
0.029338044857397445,,0.006912763543753903,,2.6863559057072067e-6
0.029299347412081112,,0.006908914894605902,,2.6863559057072067e-6
0.02783819858042236,,0.006785856776576105,,2.6863559057072067e-6
0.027834691522779176,,0.006778582606026581,,2.6863559057072067e-6
0.02783431816331799,,0.006757291772378269,,2.6863559057072067e-6
0.02783024491348882,,0.00675857658501651,,2.6863559057072067e-6
0.02782011938257965,,0.006676407872468778,,2.6863559057072067e-6
0.027820006962540358,,0.0065411696173255564,,2.6863559057072067e-6
0.02777883982896887,,0.00653972129793361,,2.6863559057072067e-6
0.027776961577392886,,0.006549543608271315,,2.6863559057072067e-6
0.027776869011544178,,0.006540429108579707,,2.6863559057072067e-6
0.02777433438995238,,0.006522928829333991,,2.6863559057072067e-6
0.02777080472851891,,0.0065199487301640015,,2.6863559057072067e-6
0.027770765813809564,,0.006556515254843225,,2.6863559057072067e-6
0.02775494661430056,,0.006551765551687189,,2.6863559057072067e-6
0.02775308121745767,,0.006089272785363666,,2.6863559057072067e-6
0.02775300635086307,,0.0060854669604801185,,2.6863559057072067e-6
0.027750052115298414,,0.005895498741836564,,2.6863559057072067e-6
0.02774777958047365,,0.005891086319029485,,2.6863559057072067e-6
0.027747745185378477,,0.00577120631081018,,2.6863559057072067e-6
0.02773916188582906,,0.005600825044206375,,2.6863559057072067e-6
0.02773748853735357,,0.0056030485294684875,,2.6863559057072067e-6
0.027737430312614338,,0.005587537133592618,,2.6863559057072067e-6
0.02773449954167189,,0.005650630779011927,,2.6863559057072067e-6
0.02773291028357471,,0.005641502615503544,,2.6863559057072067e-6
0.02773288222065392,,0.0056393697235803284,,2.6863559057072067e-6
0.02772763717250469,,0.005634314333967105,,2.6863559057072067e-6
0.027726240312634636,,0.005717568320770863,,2.6863559057072067e-6
0.027726198034795164,,0.005707313242437853,,2.6863559057072067e-6
0.027723029905358347,,0.005610253447946129,,2.6863559057072067e-6
0.027722118640865247,,0.005603227013549825,,2.6863559057072067e-6
0.027722098017993774,,0.005524996379275065,,2.6863559057072067e-6
0.027719712307482963,,0.0055236850566783265,,2.6863559057072067e-6
0.02771856336974276,,0.005528988424391899,,2.6863559057072067e-6
0.027718534285290412,,0.005524129892203019,,2.6863559057072067e-6
0.027715491662254125,,0.0055188831013255266,,2.6863559057072067e-6
0.027714984000069772,,0.005515217966015946,,2.6863559057072067e-6
0.02771497045676191,,0.005543248902041385,,2.6863559057072067e-6
0.027713986432401347,,0.005306564404784404,,2.6863559057072067e-6
0.027713029411281256,,0.005260316377397702,,2.6863559057072067e-6
0.027713010225543087,,0.004997898049975547,,2.6863559057072067e-6
0.027710284376811934,,0.007335302473659517,,2.6863559057072067e-6
0.027710022780505168,,0.006877036215789802,,2.6863559057072067e-6
0.027710015121755464,,0.00582470981206977,,2.6863559057072067e-6
0.027709552543471697,,0.005382076638653316,,2.6863559057072067e-6
0.02770885090012871,,0.005345416277815936,,2.6863559057072067e-6
0.027708839491951152,,0.0052625189018203405,,2.6863559057072067e-6
0.027705519784676072,,0.005373635509637643,,2.6863559057072067e-6
0.027705407880155093,,0.005035770728601002,,2.6863559057072067e-6
0.02770540395402293,,0.0050082106589685186,,2.6863559057072067e-6
0.027705243853103047,,0.005534536697766782,,2.6863559057072067e-6
0.027704707052917693,,0.00535153856898257,,2.6863559057072067e-6
0.027704701264989248,,0.004441527022717128,,2.6863559057072067e-6
0.027703313284992027,,0.004437512997460676,,2.6863559057072067e-6
0.027703193400696293,,0.00438458062547818,,2.6863559057072067e-6
0.027703186827003647,,0.0043914517171149085,,2.6863559057072067e-6
0.02770303092180992,,0.00440681902383706,,2.6863559057072067e-6
0.027702362055764145,,0.004403558704647945,,2.6863559057072067e-6
0.027702357095673966,,0.004480662706665361,,2.6863559057072067e-6
0.027700879550601396,,0.004553526968765812,,2.6863559057072067e-6
0.02770066785941786,,0.004450709401334267,,2.6863559057072067e-6
0.027700661202222858,,0.0044005540719634145,,2.6863559057072067e-6
0.027700382787812904,,0.0043415936811647595,,2.6863559057072067e-6
0.02769968614511768,,0.004336461353178388,,2.6863559057072067e-6
0.027699681331521977,,0.004353703880700555,,2.6863559057072067e-6
0.02769793671158253,,0.004348107063339847,,2.6863559057072067e-6
0.02769732479452403,,0.0043753768151120285,,2.6863559057072067e-6
0.027697300880137044,,0.004370147958785833,,2.6863559057072067e-6
0.02769654474358609,,0.004328001765787271,,2.6863559057072067e-6
0.02769518271380562,,0.004324956216595122,,2.6863559057072067e-6
0.027695175776609522,,0.004320376792548319,,2.6863559057072067e-6
0.027692529792595996,,0.0043182318136990765,,2.6863559057072067e-6
0.027689028966770956,,0.010162586534256536,,2.6863559057072067e-6
0.02768896485970639,,0.009627721490801107,,2.6863559057072067e-6
0.027683957147860455,,0.009547001775156643,,2.6863559057072067e-6
0.02766743295549119,,0.009521893891299303,,2.6863559057072067e-6
0.02766725911931787,,0.009145629168724958,,2.6863559057072067e-6
0.027658245426846285,,0.009172753088886178,,2.6863559057072067e-6
0.02765649818118935,,0.009154518972890376,,2.6863559057072067e-6
0.02765642920028102,,0.009143401897795354,,2.6863559057072067e-6
0.02765529033199021,,0.008956011883103417,,2.6863559057072067e-6
0.027651009624342682,,0.008952195185483269,,2.6863559057072067e-6
0.02765097135525657,,0.009019583411608592,,2.6863559057072067e-6
0.027648304089186733,,0.00941248319828494,,2.6863559057072067e-6
0.027647603192753455,,0.009389359692163512,,2.6863559057072067e-6
0.027647567166758313,,0.009362514549440462,,2.6863559057072067e-6
0.027647121616400615,,0.009405424900742915,,2.6863559057072067e-6
0.02764447798392709,,0.009387522015208809,,2.6863559057072067e-6
0.02764442908124034,,0.009411549937466958,,2.6863559057072067e-6
0.02764264701355854,,0.009505814488157903,,2.6863559057072067e-6
0.027642037253573917,,0.009561024588692344,,2.6863559057072067e-6
0.027641993366566336,,0.00948985826205682,,2.6863559057072067e-6
0.0276416433880798,,0.009347259879740125,,2.6863559057072067e-6
0.027639837187533482,,0.009302386907891164,,2.6863559057072067e-6
0.027639800335955485,,0.009285459453989694,,2.6863559057072067e-6
0.027638571485823778,,0.009255932416473921,,2.6863559057072067e-6
0.02763805251023639,,0.009228576526524,,2.6863559057072067e-6
0.02763802228834544,,0.009215691545047137,,2.6863559057072067e-6
0.02763771286283801,,0.009082827504752575,,2.6863559057072067e-6
0.027636256969455195,,0.009077953450280495,,2.6863559057072067e-6
0.027636223374968363,,0.009075943949844168,,2.6863559057072067e-6
0.027635234479947517,,0.009071238485431562,,2.6863559057072067e-6
0.02763473604660382,,0.009090259573410241,,2.6863559057072067e-6
0.027634701485245397,,0.009083366150757593,,2.6863559057072067e-6
0.027634423703911743,,0.008999670906343678,,2.6863559057072067e-6
0.027633256543160838,,0.008855420039893026,,2.6863559057072067e-6
0.027633225770013446,,0.009053065616520743,,2.6863559057072067e-6
0.02763243727832218,,0.009020924422366334,,2.6863559057072067e-6
0.027631987511708967,,0.008995423873801117,,2.6863559057072067e-6
0.027631960822073566,,0.008960940337186585,,2.6863559057072067e-6
0.027631702234481165,,0.009027221193699815,,2.6863559057072067e-6
0.027630675192235717,,0.009110813874815452,,2.6863559057072067e-6
0.027630643416398218,,0.008943311541956685,,2.6863559057072067e-6
0.027629960271374692,,0.008977065265017832,,2.6863559057072067e-6
0.027629524355659355,,0.008881401781623378,,2.6863559057072067e-6
0.02762949652652004,,0.008789741306008717,,2.6863559057072067e-6
0.027629254445326587,,0.008686621573552131,,2.6863559057072067e-6
0.02762837281321853,,0.00886731990106875,,2.6863559057072067e-6
0.02762834457334082,,0.008843453030243274,,2.6863559057072067e-6
0.027627754718984678,,0.00885066010974152,,2.6863559057072067e-6
0.027627343083865337,,0.008864015748705777,,2.6863559057072067e-6
0.027627318055411538,,0.008888503836517106,,2.6863559057072067e-6
0.027627088687936622,,0.008916811913634961,,2.6863559057072067e-6
0.027626331082477022,,0.008909482903854436,,2.6863559057072067e-6
0.02762630740274574,,0.008907329276426994,,2.6863559057072067e-6
0.02762579240328864,,0.008919421398256832,,2.6863559057072067e-6
0.027625410039428755,,0.009003343809819339,,2.6863559057072067e-6
0.027625390048854344,,0.009039147982341537,,2.6863559057072067e-6
0.027625169343401496,,0.009030130116560611,,2.6863559057072067e-6
0.027624469717152666,,0.008885857821990879,,2.6863559057072067e-6
0.027624445303558932,,0.008883067889766427,,2.6863559057072067e-6
0.02762397498078597,,0.008854281656334301,,2.6863559057072067e-6
0.027623605024400776,,0.008838721111790203,,2.6863559057072067e-6
0.027623586406349657,,0.008863922139988697,,2.6863559057072067e-6
0.027623372234673108,,0.0087271118750516,,2.6863559057072067e-6
0.02762273821669026,,0.00859424413503307,,2.6863559057072067e-6
0.027622716707714934,,0.008587797585606162,,2.6863559057072067e-6
0.02762228442832314,,0.008465536361730091,,2.6863559057072067e-6
0.027621924586763234,,0.008457272842211035,,2.6863559057072067e-6
0.027621906831597126,,0.008426768382922414,,2.6863559057072067e-6
0.027621699020570673,,0.008422547700745457,,2.6863559057072067e-6
0.027621105219440188,,0.008408685849944116,,2.6863559057072067e-6
0.027621083291864645,,0.00840278752694511,,2.6863559057072067e-6
0.027620681680176316,,0.00840153604111049,,2.6863559057072067e-6
0.02762033173738041,,0.008400335915589916,,2.6863559057072067e-6
0.02762031522309138,,0.008415847384016751,,2.6863559057072067e-6
0.027620111909792293,,0.008412740930272047,,2.6863559057072067e-6
0.027619569173874946,,0.008409925666508774,,2.6863559057072067e-6
0.027619550269807745,,0.00840571916086401,,2.6863559057072067e-6
0.027619176258771465,,0.008358776269999929,,2.6863559057072067e-6
0.027618844316073466,,0.008342058598225599,,2.6863559057072067e-6
0.027618831168875438,,0.005443672041413265,,2.6863559057072067e-6
0.027618629913377293,,0.005336948195204145,,2.6863559057072067e-6
0.027618130020347097,,0.005275696042672802,,2.6863559057072067e-6
0.027618114319765477,,0.00420359761125625,,2.6863559057072067e-6
0.02761776101871216,,0.004191675138651269,,2.6863559057072067e-6
0.02761743937630885,,0.004233993934552365,,2.6863559057072067e-6
0.027617427835531786,,0.004182412522574844,,2.6863559057072067e-6
0.027617228846024286,,0.00428683966906982,,2.6863559057072067e-6
