Oviedo,Queue,RD,Newton,BFGS
79264.56674169394,82405.5393041386,82540.73682344166,240051.02630391644,80232.80618184578
27047.618237615614,28123.84446821274,27195.157721278058,80232.80618184578,44760.31880381083
9155.899958010967,9544.50991059514,3592.8002723245636,26790.280094244496,20757.91015111783
3080.165590747639,3214.8070838186904,1118.0732859279276,8936.96944077634,10351.2323577134
1029.1501386840966,1073.0701452800097,362.5604403131125,2978.621292851599,5020.365391938017
341.13972477857175,355.8180318547618,107.7274479812725,991.9602653533549,2461.5038344990057
112.12830563856714,116.8425866254855,32.40055954341239,330.1355462479699,1202.0572350758005
36.52634079496266,38.19522107637356,9.627476878630297,109.82566446294025,588.0885649443761
11.776339134811531,12.315668790520547,2.694547601253594,36.53085783577013,287.6224937598036
3.5655623248306205,0.2677367650070011,0.6232158891689311,12.154404009108312,140.76103023973675
1.082027839594136,4.691880826781624,0.088185325374365,4.047068996432732,68.9172847982158
0.32987679966107797,1.114208335595134,0.0016478324211529475,1.3493268203753221,33.7654960956934
0.0989676565155898,0.2128293914377569,1.1222200355271278e-6,0.45065118363358614,16.556110231040616
0.02891184119260339,6.188599899974535,4.1207382624358166e-15,0.15072953536576203,8.125605623730646
0.008286329753256407,0.8331474681021981,,0.05037919460319279,3.9922785129385234
0.0023286059876259113,0.07460675448740697,,0.01672452861096478,1.9637995065651725
0.0006417400071191264,0.00015966298288998628,,0.005455369893754109,0.9671447368188606
0.00017373233654907345,7.528167853307865e-10,,0.0017309280435588346,0.47680781363865277
4.518139302969535e-5,,,0.0005340437715861576,0.23521434049165663
1.1936973248775095e-5,,,0.00016159500746240315,0.11598967596925437
0.0008283093159676177,,,4.8380802940896464e-5,0.057056686312890126
0.10865508719434282,,,1.4409862640899004e-5,0.027882155270164674
0.03791557605749244,,,4.281145447809467e-6,0.013427878952368329
0.009862136407785079,,,1.27035365285377e-6,0.006277075391455187
0.0015743194125315233,,,3.7671610299641874e-7,0.002765877652433127
2.0046648272258832e-5,,,1.1167489915579095e-7,0.0010826319601004541
8.868743486649936e-10,,,3.309888908711351e-8,0.000333140586075591
,,,9.808942871645076e-9,6.340156691976679e-5
,,,,4.9428064426342945e-6
,,,,1.530211101199769e-7
,,,,3.5034095770346106e-8
,,,,8.027171112261414e-9
