----------------------------------------
Parameters           | Value               
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 372391.47664 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 358971.96396 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 396476.49751 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 404526.78173 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00004 | LastNorm: 4.44000e-09 | Iterations/sec: 442732.08889 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00004 | LastNorm: 4.44000e-09 | Iterations/sec: 440286.05525 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 386853.28155 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 381300.36364 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 365558.60550 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 357362.22422 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 386853.28155 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00004 | LastNorm: 4.44000e-09 | Iterations/sec: 450236.02260 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00004 | LastNorm: 4.44000e-09 | Iterations/sec: 452794.18182 | Convergence: true |
Execution Info - Random | Iters:     19 | TTime: 0.00004 | LastNorm: 4.44000e-09 | Iterations/sec: 463324.27907 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     19 | TTime: 0.00005 | LastNorm: 4.44000e-09 | Iterations/sec: 385122.37727 | Convergence: true |
| 3 |Execution Info - Random | Iters:     21 | TTime: 0.00004 | LastNorm: 3.91962e-09 | Iterations/sec: 476110.18378 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 436041.50495 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 436041.50495 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 436041.50495 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00006 | LastNorm: 3.91962e-09 | Iterations/sec: 381300.36364 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00004 | LastNorm: 3.91962e-09 | Iterations/sec: 478697.73913 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 396758.48649 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00006 | LastNorm: 3.91962e-09 | Iterations/sec: 374810.14468 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 436041.50495 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 447108.54822 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 419430.40000 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 438210.86567 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 447108.54822 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 466033.77778 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 466033.77778 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 447108.54822 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 404038.45872 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 447108.54822 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 447108.54822 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 447108.54822 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 447108.54822 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00006 | LastNorm: 3.91962e-09 | Iterations/sec: 381300.36364 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00006 | LastNorm: 3.91962e-09 | Iterations/sec: 355162.83871 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 411590.57944 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00004 | LastNorm: 3.91962e-09 | Iterations/sec: 468512.68085 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00006 | LastNorm: 3.91962e-09 | Iterations/sec: 381300.36364 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 447108.54822 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00004 | LastNorm: 3.91962e-09 | Iterations/sec: 468512.68085 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00006 | LastNorm: 3.91962e-09 | Iterations/sec: 344064.00000 | Convergence: true |
Execution Info - Random | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 444850.42424 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     21 | TTime: 0.00005 | LastNorm: 3.91962e-09 | Iterations/sec: 429258.41782 | Convergence: true |
| 4 |Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 399457.52381 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 431190.13084 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 423278.38532 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 378174.95082 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 372075.35484 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00007 | LastNorm: 5.74445e-09 | Iterations/sec: 319289.57785 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 447935.37864 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 384477.86667 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 373581.73279 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 360448.00000 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 372075.35484 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 468399.43147 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 399457.52381 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 360448.00000 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 378174.95082 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 392658.24681 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 439403.27619 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 399457.52381 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 378174.95082 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 379731.22634 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 406496.42291 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 439403.27619 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 399457.52381 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 413787.83857 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 360448.00000 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 5.74445e-09 | Iterations/sec: 439403.27619 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 386086.56067 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 378174.95082 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 379731.22634 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 392658.24681 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     22 | TTime: 0.00006 | LastNorm: 5.74445e-09 | Iterations/sec: 395117.89029 | Convergence: true |
| 5 |Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 413787.83857 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 459078.04975 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 431190.13084 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 456805.38614 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 399457.52381 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 366169.39683 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 447935.37864 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 439403.27619 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 386086.56067 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 379731.22634 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 450120.42927 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 401194.29565 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 433214.49765 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 386086.56067 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 441505.68421 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 386086.56067 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 386086.56067 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 392658.24681 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 386086.56067 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 466033.77778 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 386086.56067 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 379731.22634 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 439403.27619 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 447935.37864 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 439403.27619 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 447935.37864 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 447935.37864 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 399457.52381 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 468399.43147 | Convergence: true |
Execution Info - Random | Iters:     22 | TTime: 0.00006 | LastNorm: 9.40344e-09 | Iterations/sec: 386086.56067 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     22 | TTime: 0.00005 | LastNorm: 9.40344e-09 | Iterations/sec: 418369.73110 | Convergence: true |
| 6 |Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 442518.31193 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 468296.07767 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 390562.72065 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 395364.72131 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 412260.64957 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 459376.15238 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 396991.73663 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 461574.12440 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 426853.94690 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 459376.15238 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 459376.15238 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 365412.84848 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 396991.73663 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 434545.00901 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 419430.40000 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 376832.00000 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 390562.72065 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 365412.84848 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 432596.37668 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 434545.00901 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 371034.58462 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 371034.58462 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 442518.31193 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 450789.68224 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 442518.31193 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 371034.58462 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 371034.58462 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 442518.31193 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 424973.53304 | Convergence: true |
Execution Info - Random | Iters:     23 | TTime: 0.00005 | LastNorm: 6.46349e-09 | Iterations/sec: 424973.53304 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:     23 | TTime: 0.00006 | LastNorm: 6.46349e-09 | Iterations/sec: 416710.32392 | Convergence: true |
| 7 |Execution Info - Random | Iters:     24 | TTime: 0.00006 | LastNorm: 3.16000e-09 | Iterations/sec: 428354.45106 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00006 | LastNorm: 3.16000e-09 | Iterations/sec: 435771.84416 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00005 | LastNorm: 3.16000e-09 | Iterations/sec: 443450.64317 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00005 | LastNorm: 3.16000e-09 | Iterations/sec: 453438.27027 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00007 | LastNorm: 3.16000e-09 | Iterations/sec: 353204.54737 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00005 | LastNorm: 3.16000e-09 | Iterations/sec: 461758.23853 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00005 | LastNorm: 3.16000e-09 | Iterations/sec: 470389.23364 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00005 | LastNorm: 3.16000e-09 | Iterations/sec: 481642.56459 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00005 | LastNorm: 3.16000e-09 | Iterations/sec: 453438.27027 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00006 | LastNorm: 3.16000e-09 | Iterations/sec: 412554.49180 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00006 | LastNorm: 3.16000e-09 | Iterations/sec: 374212.99628 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00006 | LastNorm: 3.16000e-09 | Iterations/sec: 428354.45106 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00006 | LastNorm: 3.16000e-09 | Iterations/sec: 381300.36364 | Convergence: true |
Execution Info - Random | Iters:     24 | TTime: 0.00005 | LastNorm: 3.16000e-09 | Iterations/sec: 437666.50435 | Convergence: true |
