Iterations,Execution time,Last Gradient,Itters Per Second,Percentage of convergence
2,0.45003700256347656,7.313372095155012e-12,4.444079017075724,true
2,0.029301881790161133,1.0334600324434955e-11,68.25500199347442,true
2,0.03073287010192871,1.3599932326609098e-11,65.07690278736725,true
2,0.03056192398071289,1.7671651099591223e-11,65.44090618320253,true
2,0.03090500831604004,1.5477042996806098e-11,64.71443008678881,true
2,0.030538082122802734,1.6426670845813533e-11,65.4919975641366,true
2,0.03098607063293457,1.946765246962422e-11,64.54513138152579,true
2,0.030829906463623047,2.1718755275872294e-11,64.87207485886628,true
2,0.03110504150390625,2.6833700814261692e-11,64.29825852342408,true
2,0.030805110931396484,2.614966250100878e-11,64.92429144157391,true
2,0.030922889709472656,2.3613381855964808e-11,64.67700848111025,true
2,0.031156063079833984,2.8406241295680466e-11,64.19296285526255,true
2,0.030897140502929688,3.353324756897134e-11,64.73090931538984,true
2,0.03067493438720703,3.3536550692736615e-11,65.1998134618374,true
2,0.03068685531616211,3.102676046675395e-11,65.17448527697925,true
2,0.030848979949951172,3.325663832215535e-11,64.83196537599505,true
2,0.030862092971801758,3.0706229948300066e-11,64.80441886515509,true
2,0.03104090690612793,3.203215554343831e-11,64.43110718537578,true
2,0.030676841735839844,2.8931190430643626e-11,65.1957596294339,true
2,0.030881881713867188,3.122428925621956e-11,64.76289296522759,true
2,0.03099989891052246,3.811882400974543e-11,64.5163394168724,true
2,0.03087902069091797,3.537818082540275e-11,64.76889341857377,true
2,0.030696868896484375,3.8683901326064955e-11,65.15322480427488,true
2,0.030930042266845703,3.6919837557617356e-11,64.66205195405843,true
2,0.030842065811157227,3.555448076411755e-11,64.8464993313286,true
2,0.030855894088745117,3.8807927973793676e-11,64.81743793415187,true
2,0.2131659984588623,3.6231868072561634e-11,9.382359355898725,true
2,0.03141617774963379,4.597797913140836e-11,63.661468175367496,true
2,0.03102707862854004,4.227833842528488e-11,64.4598231094923,true
2,0.030848979949951172,4.5640335268311014e-11,64.83196537599505,true
