Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.018426895141601562,7999.2022,1.0
0.0,1000.0,0.07717585563659668,7999.202150049619,1.0
0.0,1000.0,0.005975008010864258,7999.202150049619,1.0
1.0,85.43333333333334,0.000407870610555013,3.3246832908326654e-10,30.0
