Iterations,Execution time,Last Gradient,Itters Per Second,Percentage of convergence
48,0.3923759460449219,4.901670137875883e-9,122.33165790062124,true
28,0.000537872314453125,0.0,52056.964539007095,true
20,0.00033092498779296875,5.8895413483771795e-9,60436.65706051873,true
17,0.0002930164337158203,7.0267767430816076e-9,58017.223759153785,true
31,0.0003409385681152344,7.680800452745476e-9,90925.47132867132,true
21,0.0002970695495605469,4.9523168060394156e-9,70690.51685393258,true
7,0.00023984909057617188,5.5473512136425213e-11,29185.017892644137,true
55,0.0004200935363769531,9.321962212997064e-9,130923.22360953462,true
33,0.0003600120544433594,6.6996723773855035e-9,91663.59735099338,true
130,0.0007331371307373047,6.546101762734241e-9,177320.16910569105,true
1000,0.0007979869842529297,Inf,1.2531532715864955e6,false
313,0.0016560554504394531,6.894644469900093e-9,189003.33314137632,true
28,0.0003941059112548828,4.4962510222979454e-9,71046.89171203872,true
149,0.0008840560913085938,2.7789382211143675e-31,168541.34196332254,true
1000,0.0016300678253173828,Inf,613471.4055872458,false
235,0.001119852066040039,6.978097044478047e-9,209849.1462635725,true
92,0.0005700588226318359,5.648164430425888e-9,161386.85403596822,true
120,0.0006780624389648438,4.2501024986909805e-9,176974.8523206751,true
1000,0.0005018711090087891,Inf,1.9925434679334916e6,false
1000,0.15642189979553223,1.1131728856391725e-6,6392.966722096814,false
49,0.0004150867462158203,9.053094062467871e-9,118047.61401493395,true
1000,0.0006680488586425781,Inf,1.4968965024982155e6,false
1000,0.00029015541076660156,Inf,3.44642892358258e6,false
1000,0.00024890899658203125,Inf,4.0175325670498083e6,false
1000,0.00029206275939941406,Inf,3.4239216326530613e6,false
134,0.00072479248046875,6.8587928867522895e-9,184880.5052631579,true
1000,0.21128320693969727,4.757811381391151e93,4732.983820552345,false
1000,0.21103191375732422,1.486349932596854e92,4738.619776485315,false
1000,0.00029087066650390625,Inf,3.437954098360656e6,false
1000,0.00024509429931640625,Inf,4.0800622568093385e6,false
