Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.019949913024902344,66.60680361751054,1.0
1.0,24.0,0.001260995864868164,6.363198523483568e-15,1.0
1.0,24.0,0.007912158966064453,4.809827517969841e-14,1.0
1.0,310.6666666666667,0.001711599032084147,7.049472421773836e-9,30.0
