Iterations,Execution time,Last Gradient,Itters Per Second* ,Percentage of convergence
1000,0.0007839202880859375,3.4552620529929426e-6,1.275639902676399e6,false
1000,0.0007860660552978516,3.7544680396082637e-6,1.2721577191386109e6,false
1000,0.0007691383361816406,3.877782686159808e-6,1.3001562306261624e6,false
1000,0.0007610321044921875,3.850285463577854e-6,1.3140050125313282e6,false
1000,0.000762939453125,3.6782394945834106e-6,1.31072e6,false
1000,0.0007650852203369141,3.2249814533582246e-6,1.3070439389217824e6,false
1000,0.0007519721984863281,3.905062403205189e-6,1.329836398224477e6,false
1000,0.0008120536804199219,3.2587661616335976e-6,1.2314456840869056e6,false
1000,0.0007889270782470703,3.4647600512214054e-6,1.2675442731943186e6,false
1000,0.0008029937744140625,3.0840750540845624e-6,1.2453396674584323e6,false
1000,0.0007410049438476562,3.796180780606003e-6,1.3495186615186615e6,false
1000,0.0007538795471191406,3.562562241365534e-6,1.326471853257432e6,false
1000,0.0007550716400146484,3.906683137120002e-6,1.324377644458478e6,false
1000,0.0008111000061035156,3.876504861044167e-6,1.2328935920047031e6,false
1000,0.0007951259613037109,3.2168260633363352e-6,1.2576623688155923e6,false
1000,0.0007939338684082031,3.426977558671803e-6,1.2595507507507508e6,false
1000,0.0007910728454589844,3.5339915623821762e-6,1.2641060880048221e6,false
1000,0.0007920265197753906,3.89093646547838e-6,1.262583985550873e6,false
1000,0.0008039474487304688,3.21266940487591e-6,1.2438623962040332e6,false
1000,0.0008008480072021484,3.686608973140857e-6,1.248676391783269e6,false
1000,0.0007998943328857422,3.638719013781128e-6,1.250165126676602e6,false
1000,0.0007789134979248047,3.894037062866887e-6,1.2838396082032446e6,false
1000,0.0007719993591308594,3.924728710118805e-6,1.29533786287832e6,false
1000,0.0007529258728027344,3.224010695198879e-6,1.3281519949335023e6,false
1000,0.0007898807525634766,3.31262132504231e-6,1.2660138846966496e6,false
1000,0.0007698535919189453,3.6881471954526676e-6,1.2989482812016103e6,false
1000,0.0007679462432861328,3.021772597799464e-6,1.302174479975163e6,false
1000,0.0008001327514648438,3.929115708674091e-6,1.249792610250298e6,false
1000,0.0007920265197753906,3.898767600315858e-6,1.262583985550873e6,false
1000,0.0008330345153808594,3.2128945140283286e-6,1.2004304522037779e6,false
