Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.6995129585266113,2.4398035839328633e19,1.0
1.0,52.0,0.748042106628418,2.0347487896337597e-12,1.0
1.0,52.0,0.911902904510498,8.610114891106813e-13,1.0
1.0,71.9,0.9068451722462972,3.905945954954069e-9,30.0
