Archived Convergence,Iterations,Execution time,Last Gradient
1.0,81.0,0.0006849765777587891,4.881194989754386e-15
1.0,83.0,0.0009109973907470703,5.44349040160486e-15
0.5333333333333333,522.8,0.004272778828938802,0.0006465830610909864
