Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,5.671933889389038,1.1982523490735817e8,1.0
0.0,1000.0,2768.609514951706,1.8426789322582314e-7,1.0
0.0,1000.0,2764.485458135605,1.8530816171958025e-7,1.0
0.0,1000.0,2779.603424334526,1.8905639991660396e-7,1.0
