Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.020386934280395508,804.8000057857824,1.0
0.0,1000.0,0.0006661415100097656,Inf,0.0
1.0,5.0,7.176399230957031e-5,9.033425610630091e-14,1.0
1.0,24.0,0.00010484662549249057,2.1598710539724595e-14,29.0
