Archived Convergence,Iterations,Execution time,Last Gradient,Not divergency number
1.0,4.0,0.0003027915954589844,0.0,1.0
0.0,1000.0,2.5033950805664062e-5,Inf,0.0
1.0,174.21428571428572,0.0005304132189069476,1.1858592556433217e-9,28.0
